RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,TxPower,Label_Classification
85,79,80,83,80,74,-10,C1
84,79,85,83,80,74,-10,C1
83,80,87,83,81,74,-10,C1
83,80,85,84,81,74,-10,C1
83,80,86,84,81,74,-10,C1
83,79,86,84,82,77,-10,C1
83,79,86,82,80,76,-10,C1
83,79,84,82,81,90,-10,C1
83,79,84,82,81,90,-10,C1
83,79,86,82,81,90,-10,C1
83,80,87,83,78,74,-10,C1
83,80,87,83,82,74,-10,C1
83,80,87,83,82,74,-10,C1
83,80,87,83,80,74,-10,C1
83,83,85,84,78,73,-10,C1
83,79,86,84,82,87,-10,C1
90,80,86,84,82,87,-10,C1
84,80,79,84,82,85,-10,C1
84,80,79,84,80,88,-10,C1
84,80,79,84,80,87,-10,C1
84,80,79,84,80,87,-10,C1
84,80,79,83,80,85,-10,C1
83,79,79,83,80,74,-10,C1
82,80,84,83,80,78,-10,C1
82,80,83,83,82,78,-10,C1
82,80,84,83,82,74,-10,C1
82,84,85,83,78,78,-10,C1
82,84,81,83,82,83,-10,C1
85,81,79,83,82,85,-10,C1
85,84,79,84,81,76,-10,C1
85,79,79,84,79,76,-10,C1
85,82,80,84,79,76,-10,C1
82,80,79,84,80,76,-10,C1
82,80,80,83,81,75,-10,C1
82,78,85,83,82,75,-10,C1
84,82,83,83,82,75,-10,C1
83,82,83,83,81,74,-10,C1
83,87,89,83,81,87,-10,C1
83,86,78,83,81,76,-10,C1
83,86,78,83,79,76,-10,C1
83,86,85,84,79,76,-10,C1
77,81,78,83,200,77,-10,C2
83,81,82,83,88,77,-10,C2
83,81,78,83,88,77,-10,C2
83,83,86,84,86,77,-10,C2
85,85,80,85,86,79,-10,C2
85,85,85,87,86,79,-10,C2
81,84,85,87,86,85,-10,C2
81,87,85,85,86,75,-10,C2
77,87,81,85,86,81,-10,C2
77,87,81,87,89,80,-10,C2
77,87,81,85,82,80,-10,C2
82,83,81,85,86,80,-10,C2
78,80,81,85,92,82,-10,C2
78,80,80,89,90,88,-10,C2
78,85,80,79,88,88,-10,C2
81,85,80,79,88,86,-10,C2
77,86,80,89,88,75,-10,C2
77,81,82,89,87,80,-10,C2
77,81,78,79,87,83,-10,C2
76,88,80,79,87,75,-10,C2
76,86,76,79,87,75,-10,C2
80,86,76,79,87,75,-10,C2
79,86,76,88,87,81,-10,C2
79,80,81,88,87,84,-10,C2
77,80,82,88,80,82,-10,C2
80,80,82,78,80,74,-10,C2
77,80,78,78,87,83,-10,C2
77,80,79,88,87,76,-10,C2
78,79,79,87,87,86,-10,C2
78,86,79,87,87,76,-10,C2
78,86,79,87,87,74,-10,C2
78,87,77,87,87,84,-10,C2
80,88,79,87,87,80,-10,C2
77,88,81,87,87,80,-10,C2
77,80,77,78,87,84,-10,C2
77,80,77,78,80,84,-10,C2
77,86,77,79,80,76,-10,C2
77,88,77,79,80,76,-10,C2
77,89,77,79,80,74,-10,C2
80,89,79,88,80,80,-10,C2
80,89,79,88,87,80,-10,C2
80,81,80,78,82,80,-10,C2
80,81,82,78,82,81,-10,C2
80,81,81,78,88,81,-10,C2
77,89,78,87,88,75,-10,C2
77,80,78,87,82,81,-10,C2
77,80,80,87,86,84,-10,C2
77,80,80,88,81,84,-10,C2
76,80,77,88,81,80,-10,C2
76,80,80,78,81,84,-10,C2
79,80,77,78,81,84,-10,C2
77,80,77,78,87,75,-10,C2
76,81,77,78,87,81,-10,C2
79,80,77,78,81,81,-10,C2
76,86,77,78,81,85,-10,C2
76,86,80,78,87,85,-10,C2
79,90,80,78,87,85,-10,C2
79,90,80,89,87,82,-10,C2
79,90,81,89,80,83,-10,C2
79,80,81,89,87,83,-10,C2
76,80,81,89,89,85,-10,C2
81,80,79,86,89,80,-10,C2
81,81,79,86,80,80,-10,C2
79,80,79,79,80,80,-10,C2
79,85,79,86,89,80,-10,C2
81,86,82,86,89,80,-10,C2
78,86,82,78,84,80,-10,C2
78,84,81,87,84,86,-10,C2
77,84,81,91,84,89,-10,C2
78,84,82,91,79,89,-10,C2
78,84,80,90,82,81,-10,C2
78,86,76,90,82,83,-10,C2
79,86,81,78,80,83,-10,C2
77,81,76,88,80,79,-10,C2
77,81,76,88,80,79,-10,C2
77,81,80,89,80,75,-10,C2
78,81,78,89,80,74,-10,C2
76,85,78,89,88,83,-10,C2
76,80,80,89,88,83,-10,C2
81,80,80,89,88,82,-10,C2
81,80,80,89,88,75,-10,C2
77,80,78,89,80,75,-10,C2
78,86,78,89,87,76,-10,C2
78,86,78,89,87,82,-10,C2
78,86,78,89,87,82,-10,C2
78,89,78,89,87,82,-10,C2
78,85,78,78,87,74,-10,C2
80,85,75,78,87,74,-10,C2
76,84,75,78,88,73,-10,C2
77,84,78,78,88,80,-10,C2
81,88,80,78,88,82,-10,C2
81,80,79,78,88,82,-10,C2
79,80,79,77,86,74,-10,C2
79,90,83,77,86,80,-10,C2
83,83,78,88,81,81,-10,C2
83,83,81,81,81,80,-10,C2
83,88,77,81,81,80,-10,C2
76,89,77,84,81,77,-10,C2
76,84,82,87,81,85,-10,C2
81,84,81,87,81,84,-10,C2
77,81,82,87,87,83,-10,C2
77,81,80,90,80,76,-10,C2
78,81,82,90,87,76,-10,C2
77,89,81,78,87,76,-10,C2
77,89,77,87,85,76,-10,C2
77,85,77,87,87,84,-10,C2
77,86,77,78,88,74,-10,C2
77,86,81,88,88,81,-10,C2
77,86,79,88,87,81,-10,C2
75,86,81,89,87,85,-10,C2
75,86,80,78,87,85,-10,C2
82,86,80,78,81,85,-10,C2
79,81,77,78,81,75,-10,C2
79,81,78,89,81,75,-10,C2
81,81,77,89,81,82,-10,C2
81,80,81,88,81,82,-10,C2
80,80,81,88,81,75,-10,C2
80,86,81,88,87,76,-10,C2
80,85,77,89,80,76,-10,C2
80,85,77,78,88,76,-10,C2
77,80,80,89,88,76,-10,C2
77,81,77,89,88,76,-10,C2
77,81,77,78,81,75,-10,C2
78,81,77,78,80,75,-10,C2
81,85,76,78,81,82,-10,C2
81,85,81,78,81,80,-10,C2
78,86,81,78,88,80,-10,C2
77,86,81,78,88,81,-10,C2
77,85,77,78,81,81,-10,C2
77,85,77,88,81,82,-10,C2
77,85,77,88,81,76,-10,C2
77,85,77,88,88,75,-10,C2
76,84,77,88,81,75,-10,C2
76,84,80,88,88,83,-10,C2
78,81,81,78,81,76,-10,C2
78,81,82,78,81,76,-10,C2
77,90,82,78,81,76,-10,C2
76,90,77,78,81,82,-10,C2
78,81,80,78,81,82,-10,C2
77,81,80,78,81,81,-10,C2
81,81,76,87,81,84,-10,C2
78,85,77,87,87,75,-10,C2
78,85,80,87,87,75,-10,C2
77,88,80,78,87,82,-10,C2
78,81,80,78,87,81,-10,C2
78,85,80,89,89,76,-10,C2
80,89,80,78,88,85,-10,C2
80,89,81,78,88,75,-10,C2
80,85,81,78,88,83,-10,C2
80,88,79,89,86,84,-10,C2
80,88,81,79,88,84,-10,C2
77,84,82,78,81,84,-10,C2
77,84,77,78,88,84,-10,C2
79,89,80,78,81,82,-10,C2
77,89,79,78,86,82,-10,C2
80,81,77,79,88,83,-10,C2
77,86,77,79,87,76,-10,C2
77,85,79,79,81,76,-10,C2
77,89,79,79,87,81,-10,C2
76,81,77,79,87,81,-10,C2
76,81,77,79,86,83,-10,C2
82,81,77,79,87,83,-10,C2
82,89,81,78,87,75,-10,C2
78,89,81,78,87,75,-10,C2
78,89,81,78,86,75,-10,C2
81,81,77,78,86,76,-10,C2
80,81,77,78,86,77,-10,C2
82,81,80,78,86,84,-10,C2
77,81,80,78,88,84,-10,C2
78,80,77,78,81,84,-10,C2
78,80,77,78,81,84,-10,C2
78,80,77,78,81,84,-10,C2
81,89,77,78,87,75,-10,C2
81,90,80,78,87,75,-10,C2
78,90,80,79,87,75,-10,C2
76,80,81,79,87,81,-10,C2
76,80,81,79,87,81,-10,C2
78,81,77,79,81,76,-10,C2
82,85,77,79,82,86,-10,C2
79,81,77,78,82,83,-10,C2
79,85,82,78,82,83,-10,C2
77,85,82,90,87,90,-10,C2
76,85,82,78,87,90,-10,C2
77,85,79,78,87,90,-10,C2
77,85,79,79,80,90,-10,C2
76,79,79,78,90,75,-10,C2
76,79,81,78,87,75,-10,C2
76,79,80,78,87,75,-10,C2
76,79,76,78,87,75,-10,C2
78,83,76,90,87,82,-10,C2
78,83,81,90,87,82,-10,C2
75,84,81,78,88,82,-10,C2
75,84,81,78,88,83,-10,C2
75,85,81,78,81,76,-10,C2
75,81,81,78,88,76,-10,C2
76,81,79,88,88,79,-10,C2
76,85,79,88,80,79,-10,C2
81,85,79,86,81,83,-10,C2
81,85,79,78,81,83,-10,C2
81,86,79,78,81,83,-10,C2
77,89,79,89,81,83,-10,C2
77,81,77,88,81,81,-10,C2
77,80,80,78,80,74,-10,C2
77,86,82,78,80,74,-10,C2
79,86,82,78,81,81,-10,C2
79,80,81,78,81,81,-10,C2
80,80,77,78,87,80,-10,C2
80,85,81,87,81,81,-10,C2
77,85,81,87,81,81,-10,C2
77,85,82,78,81,87,-10,C2
78,85,80,78,81,82,-10,C2
78,85,81,78,81,83,-10,C2
78,85,81,78,81,83,-10,C2
80,85,77,79,81,84,-10,C2
80,85,81,79,81,74,-10,C2
80,85,81,79,89,74,-10,C2
80,85,77,79,87,75,-10,C2
78,85,77,79,81,75,-10,C2
80,85,79,88,80,74,-10,C2
79,86,79,88,81,74,-10,C2
75,86,81,88,81,74,-10,C2
75,80,81,78,81,74,-10,C2
76,81,81,78,89,74,-10,C2
76,80,81,78,89,86,-10,C2
81,80,82,78,89,86,-10,C2
81,80,81,78,81,86,-10,C2
77,80,81,88,81,86,-10,C2
77,80,82,88,81,84,-10,C2
77,80,79,88,88,84,-10,C2
77,80,79,78,88,83,-10,C2
77,80,77,78,81,83,-10,C2
77,81,77,78,88,83,-10,C2
76,81,79,78,88,83,-10,C2
80,81,79,78,88,83,-10,C2
76,81,80,78,88,81,-10,C2
76,86,80,78,88,81,-10,C2
78,86,79,88,80,80,-10,C2
78,85,79,88,80,80,-10,C2
78,85,77,88,81,75,-10,C2
78,85,77,87,81,81,-10,C2
78,85,77,87,81,81,-10,C2
78,81,77,87,81,74,-10,C2
77,81,80,78,81,79,-10,C2
78,81,81,78,81,76,-10,C2
78,86,81,88,81,86,-10,C2
76,89,76,88,87,86,-10,C2
77,80,79,78,87,81,-10,C2
79,80,79,78,87,74,-10,C2
79,80,76,78,80,74,-10,C2
77,84,77,88,80,88,-10,C2
77,88,81,78,81,85,-10,C2
80,89,81,78,88,85,-10,C2
77,88,81,78,88,85,-10,C2
77,85,80,79,88,75,-10,C2
77,85,81,78,87,75,-10,C2
78,81,81,78,82,75,-10,C2
76,83,80,78,80,75,-10,C2
74,84,82,78,88,84,-10,C2
80,84,82,88,88,84,-10,C2
81,84,82,88,88,84,-10,C2
81,87,82,80,86,74,-10,C2
81,88,77,80,80,74,-10,C2
78,80,77,80,80,85,-10,C2
78,80,77,79,80,83,-10,C2
78,80,80,79,81,86,-10,C2
78,86,81,79,81,86,-10,C2
78,86,81,78,81,86,-10,C2
78,86,80,89,81,76,-10,C2
79,89,81,89,81,79,-10,C2
78,90,81,89,81,86,-10,C2
77,90,80,77,81,76,-10,C2
77,90,81,77,88,79,-10,C2
77,80,79,77,86,79,-10,C2
77,80,79,86,86,77,-10,C2
75,80,80,91,80,77,-10,C2
75,80,80,91,80,84,-10,C2
84,79,80,91,80,84,-10,C2
84,79,80,91,87,75,-10,C2
76,80,80,91,87,75,-10,C2
76,80,77,91,87,75,-10,C2
82,80,77,91,87,80,-10,C2
79,80,77,79,87,80,-10,C2
79,80,78,78,87,81,-10,C2
79,79,78,90,87,76,-10,C2
79,86,76,90,80,76,-10,C2
78,86,76,78,81,75,-10,C2
78,86,76,88,81,80,-10,C2
74,85,77,88,87,80,-10,C2
79,90,79,88,87,83,-10,C2
77,90,77,88,88,86,-10,C2
82,90,80,87,81,79,-10,C2
82,90,81,87,81,75,-10,C2
76,86,81,89,81,75,-10,C2
77,88,81,89,81,74,-10,C2
77,85,81,89,90,82,-10,C2
76,85,81,89,87,81,-10,C2
76,89,79,89,89,81,-10,C2
76,89,80,90,87,82,-10,C2
77,85,80,90,87,81,-10,C2
81,85,80,89,88,81,-10,C2
81,84,81,89,87,74,-10,C2
78,84,77,89,87,74,-10,C2
76,88,77,87,87,74,-10,C2
76,80,77,87,86,81,-10,C2
80,80,77,90,86,81,-10,C2
78,80,77,90,86,75,-10,C2
78,92,77,90,87,75,-10,C2
78,92,77,78,80,75,-10,C2
78,92,77,78,81,75,-10,C2
78,90,77,78,81,87,-10,C2
78,87,79,78,83,87,-10,C2
78,87,83,81,83,80,-10,C2
79,80,83,81,88,80,-10,C2
81,80,83,81,88,75,-10,C2
81,80,80,81,88,75,-10,C2
83,84,76,78,86,75,-10,C2
81,84,80,90,86,75,-10,C2
81,84,80,90,81,75,-10,C2
81,84,80,90,81,75,-10,C2
81,85,81,83,80,79,-10,C2
79,82,81,86,80,80,-10,C2
79,82,81,86,81,83,-10,C2
77,89,81,86,81,83,-10,C2
77,81,82,87,82,83,-10,C2
77,86,82,78,80,74,-10,C2
77,86,82,78,80,81,-10,C2
77,86,81,91,80,81,-10,C2
82,80,81,91,81,81,-10,C2
77,80,81,79,90,81,-10,C2
83,85,77,79,90,83,-10,C2
83,80,80,89,81,83,-10,C2
78,80,81,89,81,87,-10,C2
79,80,80,88,80,87,-10,C2
74,85,80,88,80,81,-10,C2
78,85,81,79,80,85,-10,C2
80,85,80,78,90,76,-10,C2
80,85,80,78,90,76,-10,C2
80,81,80,78,90,76,-10,C2
79,81,77,87,81,76,-10,C2
84,81,77,80,87,85,-10,C2
84,81,77,80,87,85,-10,C2
84,85,78,80,88,84,-10,C2
79,85,78,79,81,74,-10,C2
76,85,78,78,81,74,-10,C2
78,83,82,78,86,83,-10,C2
78,83,82,78,86,83,-10,C2
78,83,81,78,86,74,-10,C2
78,87,77,78,86,75,-10,C2
76,80,81,78,88,80,-10,C2
76,79,81,89,89,74,-10,C2
78,79,81,89,90,82,-10,C2
78,79,81,89,88,82,-10,C2
77,80,79,87,80,84,-10,C2
78,85,81,78,88,80,-10,C2
78,80,77,78,88,76,-10,C2
79,80,77,78,88,80,-10,C2
79,89,77,88,89,80,-10,C2
80,89,77,88,89,76,-10,C2
79,89,81,88,89,84,-10,C2
79,89,81,88,89,81,-10,C2
75,88,77,88,89,81,-10,C2
75,79,77,88,81,81,-10,C2
75,79,77,88,81,81,-10,C2
77,85,77,88,85,80,-10,C2
76,85,77,88,81,80,-10,C2
78,84,77,88,81,76,-10,C2
76,84,77,88,81,76,-10,C2
82,81,77,88,81,80,-10,C2
82,80,77,88,86,80,-10,C2
82,80,82,88,86,80,-10,C2
200,87,85,75,79,82,-10,C3
84,86,86,73,78,82,-10,C3
89,86,86,75,78,86,-10,C3
89,87,89,74,85,84,-10,C3
85,87,84,74,78,84,-10,C3
85,87,84,74,85,84,-10,C3
85,87,88,72,84,87,-10,C3
85,87,83,72,80,85,-10,C3
86,85,85,75,85,90,-10,C3
83,85,84,75,78,90,-10,C3
85,88,89,75,78,90,-10,C3
85,84,88,75,80,83,-10,C3
78,88,88,75,80,83,-10,C3
86,88,88,75,79,88,-10,C3
86,88,84,75,79,88,-10,C3
86,85,85,75,79,86,-10,C3
89,85,85,75,79,86,-10,C3
82,86,82,74,84,86,-10,C3
82,86,82,74,84,81,-10,C3
82,86,82,75,84,89,-10,C3
87,86,86,75,79,89,-10,C3
87,85,86,75,79,89,-10,C3
87,85,86,74,78,81,-10,C3
87,85,86,73,80,81,-10,C3
85,85,83,75,83,81,-10,C3
85,85,87,75,85,89,-10,C3
85,88,87,78,85,89,-10,C3
77,88,85,78,87,90,-10,C3
77,90,85,77,84,90,-10,C3
80,91,85,74,84,87,-10,C3
78,91,85,74,84,87,-10,C3
78,88,85,75,83,87,-10,C3
79,88,87,75,84,84,-10,C3
79,88,85,78,84,84,-10,C3
78,88,85,78,84,84,-10,C3
78,81,85,75,82,86,-10,C3
80,81,85,75,83,86,-10,C3
80,81,85,75,83,84,-10,C3
80,81,85,74,83,84,-10,C3
79,89,85,74,83,89,-10,C3
79,89,85,76,84,89,-10,C3
80,89,87,74,86,89,-10,C3
79,87,87,77,86,89,-10,C3
79,87,87,77,86,89,-10,C3
80,87,87,77,86,89,-10,C3
78,90,87,77,86,85,-10,C3
78,87,88,77,83,85,-10,C3
78,82,85,74,83,89,-10,C3
78,82,86,74,84,83,-10,C3
80,87,85,74,84,87,-10,C3
80,87,85,76,83,87,-10,C3
79,87,88,76,83,94,-10,C3
79,81,88,75,84,94,-10,C3
79,81,81,75,83,88,-10,C3
80,89,85,74,83,88,-10,C3
81,81,88,77,85,87,-10,C3
79,81,88,77,85,87,-10,C3
79,88,88,77,83,88,-10,C3
79,91,82,77,83,85,-10,C3
79,81,82,77,83,85,-10,C3
79,81,84,76,84,85,-10,C3
79,81,84,76,85,85,-10,C3
79,81,83,76,85,85,-10,C3
79,81,82,76,82,85,-10,C3
78,81,82,76,87,85,-10,C3
80,82,85,76,87,88,-10,C3
82,82,86,77,84,88,-10,C3
82,81,87,77,84,84,-10,C3
82,81,83,74,85,84,-10,C3
82,81,83,75,85,87,-10,C3
79,81,83,78,85,83,-10,C3
79,81,88,74,83,83,-10,C3
83,89,88,75,84,83,-10,C3
83,83,86,76,83,83,-10,C3
81,83,84,76,83,86,-10,C3
79,85,82,75,83,87,-10,C3
79,85,82,75,85,88,-10,C3
79,85,82,75,82,88,-10,C3
80,82,82,75,84,84,-10,C3
82,82,86,74,85,89,-10,C3
78,89,86,74,88,89,-10,C3
82,87,82,77,85,84,-10,C3
81,87,80,77,83,87,-10,C3
80,83,89,77,84,87,-10,C3
78,83,82,75,82,87,-10,C3
78,87,82,75,83,83,-10,C3
79,87,82,75,84,86,-10,C3
81,87,82,75,83,90,-10,C3
81,87,86,78,84,85,-10,C3
79,84,83,75,84,84,-10,C3
76,84,83,75,82,89,-10,C3
82,84,86,74,84,85,-10,C3
82,84,85,75,83,85,-10,C3
82,84,81,75,84,85,-10,C3
77,82,81,76,85,85,-10,C3
79,81,81,76,85,85,-10,C3
79,82,85,76,83,85,-10,C3
79,86,87,74,83,85,-10,C3
77,81,87,74,87,85,-10,C3
78,81,87,75,84,85,-10,C3
79,86,88,74,84,86,-10,C3
79,86,86,75,86,86,-10,C3
80,86,89,75,86,86,-10,C3
77,86,82,75,83,83,-10,C3
80,86,82,73,83,85,-10,C3
77,86,82,73,83,85,-10,C3
77,85,82,74,84,86,-10,C3
79,85,82,74,84,86,-10,C3
79,85,87,74,83,86,-10,C3
79,86,84,78,83,89,-10,C3
77,86,84,78,87,89,-10,C3
77,86,85,74,83,88,-10,C3
79,86,84,77,86,87,-10,C3
79,90,84,77,83,87,-10,C3
79,88,88,73,83,87,-10,C3
79,82,88,74,83,87,-10,C3
80,82,87,75,83,87,-10,C3
80,82,87,75,84,87,-10,C3
79,82,83,74,84,86,-10,C3
79,81,82,75,84,86,-10,C3
81,87,86,77,84,86,-10,C3
81,80,87,77,84,86,-10,C3
78,80,87,77,84,86,-10,C3
78,81,82,73,84,87,-10,C3
81,82,82,77,84,88,-10,C3
81,82,88,74,84,88,-10,C3
79,82,85,77,82,84,-10,C3
79,82,85,77,82,84,-10,C3
82,82,88,77,87,84,-10,C3
82,82,85,73,83,89,-10,C3
83,87,85,73,84,84,-10,C3
83,87,85,74,84,84,-10,C3
83,87,85,73,84,84,-10,C3
78,87,85,73,83,86,-10,C3
78,90,85,74,83,83,-10,C3
78,91,85,75,83,83,-10,C3
79,91,85,75,83,83,-10,C3
82,91,87,75,85,88,-10,C3
82,85,85,75,85,88,-10,C3
78,83,82,75,85,88,-10,C3
80,83,82,73,85,85,-10,C3
80,88,82,74,85,85,-10,C3
80,88,87,74,88,87,-10,C3
78,82,85,74,85,89,-10,C3
78,82,85,74,84,88,-10,C3
79,82,85,74,83,88,-10,C3
79,86,84,75,83,87,-10,C3
80,86,84,75,83,87,-10,C3
80,86,84,75,83,87,-10,C3
77,86,84,73,82,87,-10,C3
78,86,87,73,83,87,-10,C3
79,90,87,73,84,87,-10,C3
79,87,82,77,82,90,-10,C3
82,87,85,74,84,90,-10,C3
82,81,88,78,83,86,-10,C3
79,87,88,78,86,86,-10,C3
79,87,82,77,84,85,-10,C3
78,88,84,74,86,85,-10,C3
79,88,84,73,86,85,-10,C3
80,88,88,73,86,85,-10,C3
80,88,81,77,83,85,-10,C3
80,81,83,76,83,85,-10,C3
77,81,83,76,83,85,-10,C3
79,90,87,76,83,85,-10,C3
79,90,82,75,83,85,-10,C3
80,90,85,74,84,85,-10,C3
80,81,83,74,84,83,-10,C3
80,90,82,74,84,83,-10,C3
79,90,88,75,84,83,-10,C3
81,82,88,77,83,84,-10,C3
78,82,88,75,83,84,-10,C3
78,88,86,75,84,83,-10,C3
78,82,86,77,84,83,-10,C3
78,87,86,75,83,83,-10,C3
81,87,83,77,83,88,-10,C3
78,89,86,77,84,88,-10,C3
79,89,85,74,82,88,-10,C3
79,89,85,74,87,88,-10,C3
79,81,85,74,87,84,-10,C3
79,81,85,74,87,84,-10,C3
77,81,87,74,84,89,-10,C3
77,81,87,74,82,89,-10,C3
79,88,87,77,85,89,-10,C3
80,88,87,77,85,84,-10,C3
78,89,86,77,88,89,-10,C3
78,89,85,77,88,89,-10,C3
80,89,87,77,83,88,-10,C3
80,89,89,77,83,88,-10,C3
78,89,88,76,82,88,-10,C3
78,88,89,76,82,87,-10,C3
79,88,85,77,84,83,-10,C3
81,87,85,77,82,83,-10,C3
77,81,88,77,82,85,-10,C3
77,88,88,77,84,85,-10,C3
77,88,88,73,83,87,-10,C3
78,88,88,75,88,87,-10,C3
78,82,83,75,86,87,-10,C3
78,88,88,75,84,90,-10,C3
80,88,88,76,83,87,-10,C3
78,88,88,76,83,86,-10,C3
79,88,87,74,83,89,-10,C3
80,88,88,74,85,89,-10,C3
80,81,88,74,83,89,-10,C3
79,81,88,75,83,87,-10,C3
80,81,88,75,86,88,-10,C3
80,89,88,75,83,83,-10,C3
81,89,88,74,84,87,-10,C3
80,89,88,73,83,87,-10,C3
79,81,86,73,88,83,-10,C3
78,81,86,76,84,83,-10,C3
79,86,90,76,84,83,-10,C3
78,86,82,74,84,85,-10,C3
78,82,82,75,84,86,-10,C3
79,82,81,75,84,86,-10,C3
80,82,81,74,87,88,-10,C3
80,82,88,77,86,88,-10,C3
78,81,88,74,83,86,-10,C3
77,86,87,75,86,89,-10,C3
80,81,87,76,83,89,-10,C3
80,87,85,77,83,90,-10,C3
80,87,86,77,83,88,-10,C3
80,87,86,77,83,84,-10,C3
83,87,86,74,84,86,-10,C3
81,82,85,74,84,85,-10,C3
81,82,87,75,82,85,-10,C3
79,82,87,75,82,86,-10,C3
79,89,86,75,83,86,-10,C3
80,90,86,74,83,88,-10,C3
80,81,84,75,83,86,-10,C3
81,86,84,75,83,86,-10,C3
79,86,86,74,83,86,-10,C3
79,86,86,75,83,86,-10,C3
79,86,86,73,84,86,-10,C3
79,86,88,73,84,88,-10,C3
79,82,84,77,84,92,-10,C3
79,82,84,73,84,87,-10,C3
79,82,85,77,84,87,-10,C3
79,89,83,77,84,84,-10,C3
83,86,83,77,85,85,-10,C3
83,86,81,75,85,85,-10,C3
80,93,86,73,85,86,-10,C3
79,87,86,73,83,86,-10,C3
81,91,84,77,83,87,-10,C3
81,86,86,77,83,84,-10,C3
79,86,86,74,83,84,-10,C3
83,83,87,77,83,83,-10,C3
83,83,87,76,83,88,-10,C3
83,83,87,76,83,88,-10,C3
80,83,89,76,83,88,-10,C3
80,81,89,74,82,83,-10,C3
80,81,83,74,84,89,-10,C3
81,81,83,74,84,88,-10,C3
81,81,88,75,84,88,-10,C3
78,87,83,75,84,89,-10,C3
81,87,85,75,83,88,-10,C3
81,87,83,74,83,84,-10,C3
81,86,83,74,82,84,-10,C3
81,83,83,74,84,84,-10,C3
80,83,84,74,83,84,-10,C3
80,83,85,78,83,82,-10,C3
80,83,85,78,86,89,-10,C3
81,83,82,75,84,89,-10,C3
81,82,82,75,84,90,-10,C3
81,82,85,77,86,84,-10,C3
79,90,85,77,85,84,-10,C3
79,82,86,74,88,84,-10,C3
79,82,87,74,83,84,-10,C3
79,81,82,75,83,84,-10,C3
79,87,85,78,82,85,-10,C3
78,82,88,78,83,84,-10,C3
78,82,88,75,83,90,-10,C3
78,82,88,75,83,90,-10,C3
78,87,88,75,84,89,-10,C3
80,87,88,73,83,89,-10,C3
80,82,88,73,83,86,-10,C3
80,82,85,77,87,88,-10,C3
80,88,86,77,83,91,-10,C3
80,88,86,75,82,83,-10,C3
80,86,86,77,82,83,-10,C3
80,86,86,74,82,83,-10,C3
79,89,86,74,85,83,-10,C3
79,89,86,74,85,83,-10,C3
79,90,87,74,85,84,-10,C3
79,90,87,74,87,82,-10,C3
80,85,87,74,84,88,-10,C3
77,81,87,77,84,82,-10,C3
77,81,87,76,84,82,-10,C3
77,81,85,74,86,85,-10,C3
77,81,81,75,82,85,-10,C3
77,81,84,75,82,85,-10,C3
80,86,84,74,82,85,-10,C3
81,86,84,74,82,86,-10,C3
78,86,84,74,82,84,-10,C3
78,86,87,75,82,85,-10,C3
78,86,87,75,82,85,-10,C3
78,86,87,75,84,85,-10,C3
78,81,82,75,84,89,-10,C3
78,81,82,73,84,89,-10,C3
76,86,82,73,84,89,-10,C3
76,84,82,73,83,89,-10,C3
76,86,82,76,87,89,-10,C3
76,86,82,76,87,89,-10,C3
76,86,87,76,83,87,-10,C3
76,86,87,76,83,87,-10,C3
76,86,82,74,83,89,-10,C3
76,86,82,74,85,89,-10,C3
81,89,82,74,83,86,-10,C3
81,88,85,74,83,86,-10,C3
76,83,85,74,83,86,-10,C3
83,83,80,77,85,88,-10,C3
82,89,83,76,83,88,-10,C3
82,89,83,77,83,86,-10,C3
82,89,81,76,88,84,-10,C3
78,89,83,76,85,85,-10,C3
78,89,83,77,85,87,-10,C3
79,89,82,77,83,82,-10,C3
80,87,86,77,83,82,-10,C3
79,87,86,77,84,82,-10,C3
80,87,88,78,84,82,-10,C3
80,87,88,78,84,86,-10,C3
79,82,81,77,84,84,-10,C3
77,82,84,77,82,84,-10,C3
78,83,84,77,83,84,-10,C3
78,83,85,73,86,87,-10,C3
80,83,85,73,86,87,-10,C3
80,83,84,73,82,83,-10,C3
81,83,84,77,83,88,-10,C3
81,87,84,77,83,86,-10,C3
81,87,84,77,83,86,-10,C3
81,92,84,77,83,87,-10,C3
77,92,84,77,83,83,-10,C3
78,81,85,77,83,84,-10,C3
78,81,85,77,84,84,-10,C3
78,90,83,77,83,84,-10,C3
80,90,85,77,87,86,-10,C3
82,90,85,77,87,86,-10,C3
82,87,85,77,86,86,-10,C3
77,87,88,77,86,87,-10,C3
80,87,88,77,86,87,-10,C3
80,81,85,77,86,84,-10,C3
80,81,85,77,84,84,-10,C3
79,88,82,74,83,84,-10,C3
79,88,86,74,87,87,-10,C3
80,86,86,75,83,86,-10,C3
80,86,87,75,83,87,-10,C3
77,82,87,77,83,87,-10,C3
79,82,87,77,83,89,-10,C3
79,82,82,77,83,89,-10,C3
79,82,82,77,84,89,-10,C3
79,82,82,74,84,89,-10,C3
79,81,82,74,87,89,-10,C3
81,81,82,74,83,87,-10,C3
78,86,83,74,83,84,-10,C3
79,90,83,77,83,92,-10,C3
77,87,83,77,89,92,-10,C3
77,81,85,74,89,83,-10,C3
81,81,87,74,89,83,-10,C3
80,82,81,74,84,83,-10,C3
79,91,81,75,82,84,-10,C3
79,91,81,75,84,84,-10,C3
80,86,85,74,83,88,-10,C3
80,86,85,76,83,88,-10,C3
83,86,87,74,82,84,-10,C3
83,87,82,74,83,84,-10,C3
