RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,TxPower,Label_Classification
75,200,200,200,73,90,-10,A1
86,200,83,85,73,82,-10,A1
86,80,83,84,73,82,-10,A1
77,78,83,85,70,82,-10,A1
77,80,83,77,70,82,-10,A1
80,80,92,85,70,80,-10,A1
80,81,92,85,68,90,-10,A1
76,78,84,78,70,83,-10,A1
74,80,84,78,70,83,-10,A1
83,80,84,78,68,89,-10,A1
83,80,84,85,70,89,-10,A1
83,80,84,85,73,86,-10,A1
85,78,84,84,70,86,-10,A1
76,78,84,78,70,87,-10,A1
76,78,84,78,70,87,-10,A1
85,79,84,78,68,88,-10,A1
85,79,85,78,68,88,-10,A1
85,81,92,77,68,84,-10,A1
85,80,92,77,68,84,-10,A1
75,80,92,78,68,88,-10,A1
75,80,92,85,73,89,-10,A1
76,80,84,77,70,88,-10,A1
83,80,84,78,70,88,-10,A1
83,78,84,85,70,89,-10,A1
76,78,83,85,73,87,-10,A1
83,78,83,83,73,88,-10,A1
83,78,84,78,70,88,-10,A1
83,78,84,78,70,88,-10,A1
77,80,85,78,73,82,-10,A1
80,80,85,77,70,89,-10,A1
80,80,83,78,73,89,-10,A1
76,78,86,79,73,89,-10,A1
76,79,86,78,70,89,-10,A1
76,77,83,77,70,89,-10,A1
75,77,83,77,73,89,-10,A1
75,77,84,79,73,82,-10,A1
75,77,85,79,73,90,-10,A1
83,78,85,79,70,82,-10,A1
83,78,83,79,73,89,-10,A1
83,80,83,85,68,82,-10,A1
83,80,83,85,70,82,-10,A1
87,78,83,85,68,82,-10,A1
75,78,83,85,70,87,-10,A1
88,78,84,79,70,87,-10,A1
88,80,86,77,73,87,-10,A1
76,80,86,77,73,82,-10,A1
76,78,86,79,73,82,-10,A1
81,79,85,77,68,82,-10,A1
77,78,85,77,68,82,-10,A1
86,78,85,79,68,89,-10,A1
86,78,84,79,68,89,-10,A1
76,78,84,79,68,83,-10,A1
76,80,84,85,68,83,-10,A1
81,80,84,85,68,83,-10,A1
80,80,84,84,68,83,-10,A1
82,78,84,79,68,83,-10,A1
85,78,83,79,70,89,-10,A1
85,81,84,79,73,89,-10,A1
77,81,84,77,73,87,-10,A1
77,78,84,77,73,87,-10,A1
77,78,90,77,73,87,-10,A1
76,78,90,77,67,87,-10,A1
76,78,86,77,67,87,-10,A1
76,78,83,77,67,87,-10,A1
75,81,83,77,73,89,-10,A1
82,78,85,77,73,89,-10,A1
82,78,85,77,68,87,-10,A1
87,78,83,77,68,87,-10,A1
87,77,92,77,68,82,-10,A1
87,78,92,84,73,82,-10,A1
76,78,92,79,73,82,-10,A1
75,78,83,85,68,82,-10,A1
75,80,83,85,68,82,-10,A1
75,80,83,78,73,82,-10,A1
76,80,83,77,73,82,-10,A1
76,81,84,77,70,83,-10,A1
76,80,84,78,73,83,-10,A1
74,80,84,79,73,83,-10,A1
74,80,82,85,70,88,-10,A1
75,80,82,78,68,88,-10,A1
75,79,82,78,68,88,-10,A1
83,80,82,77,68,88,-10,A1
83,81,82,85,73,83,-10,A1
80,80,84,77,70,83,-10,A1
80,78,84,84,73,82,-10,A1
85,78,84,84,73,82,-10,A1
76,78,84,84,73,89,-10,A1
87,78,86,78,73,82,-10,A1
75,78,86,85,68,83,-10,A1
82,78,86,77,70,82,-10,A1
82,78,83,84,73,83,-10,A1
84,78,83,79,70,82,-10,A1
75,77,89,79,68,82,-10,A1
76,77,89,79,68,88,-10,A1
76,81,89,84,71,82,-10,A1
76,81,89,84,71,82,-10,A1
74,78,85,84,71,83,-10,A1
74,78,85,84,71,83,-10,A1
74,79,85,79,70,87,-10,A1
75,80,84,77,68,86,-10,A1
75,81,84,77,69,86,-10,A1
75,78,83,77,68,86,-10,A1
86,78,83,77,73,83,-10,A1
75,78,84,77,73,83,-10,A1
84,77,84,78,73,87,-10,A1
84,77,84,78,73,87,-10,A1
79,80,90,77,70,87,-10,A1
79,78,83,85,68,88,-10,A1
82,78,84,79,68,88,-10,A1
82,77,84,79,70,88,-10,A1
82,77,83,79,68,88,-10,A1
82,77,83,77,68,82,-10,A1
83,77,83,80,73,86,-10,A1
82,77,83,80,68,86,-10,A1
81,80,83,79,68,86,-10,A1
81,78,83,79,68,86,-10,A1
75,78,83,79,73,87,-10,A1
82,80,84,84,70,87,-10,A1
75,80,84,84,70,82,-10,A1
75,77,83,84,67,86,-10,A1
75,77,83,84,67,86,-10,A1
75,77,83,84,67,86,-10,A1
75,80,83,79,70,86,-10,A1
74,78,83,79,73,88,-10,A1
83,80,83,77,73,87,-10,A1
83,80,83,85,68,82,-10,A1
83,80,83,79,68,82,-10,A1
82,78,84,77,68,82,-10,A1
82,78,84,77,68,88,-10,A1
76,78,84,79,73,86,-10,A1
75,80,84,79,73,82,-10,A1
82,80,84,77,73,82,-10,A1
83,78,84,85,70,82,-10,A1
83,78,84,85,70,82,-10,A1
83,78,84,85,73,82,-10,A1
75,78,84,85,70,82,-10,A1
75,78,84,85,70,82,-10,A1
75,78,84,79,70,82,-10,A1
82,78,84,79,70,82,-10,A1
82,78,83,79,70,84,-10,A1
76,78,84,77,70,84,-10,A1
76,81,84,84,73,84,-10,A1
82,78,84,79,68,84,-10,A1
76,78,84,79,73,89,-10,A1
84,81,84,79,73,82,-10,A1
82,80,82,85,73,89,-10,A1
76,78,91,77,70,84,-10,A1
76,80,92,77,73,84,-10,A1
77,78,92,77,73,84,-10,A1
77,78,92,79,73,84,-10,A1
76,78,84,79,73,86,-10,A1
76,78,84,77,70,87,-10,A1
76,78,84,79,70,87,-10,A1
76,78,84,79,68,87,-10,A1
76,78,84,77,68,87,-10,A1
75,78,84,77,68,87,-10,A1
75,79,84,79,73,87,-10,A1
82,78,83,79,73,87,-10,A1
75,78,83,83,70,82,-10,A1
75,78,83,83,73,82,-10,A1
84,80,84,84,73,82,-10,A1
76,78,84,84,73,87,-10,A1
76,78,84,84,70,87,-10,A1
76,80,91,79,70,87,-10,A1
76,78,91,84,73,87,-10,A1
75,78,91,77,73,82,-10,A1
81,78,91,79,73,82,-10,A1
81,78,84,84,70,82,-10,A1
75,78,84,84,70,88,-10,A1
75,80,84,85,68,88,-10,A1
81,80,84,77,68,88,-10,A1
82,80,84,77,68,88,-10,A1
87,78,84,77,68,90,-10,A1
87,78,84,77,70,90,-10,A1
87,78,83,79,73,90,-10,A1
87,81,83,79,72,82,-10,A1
81,81,83,77,72,82,-10,A1
81,81,83,79,73,88,-10,A1
77,78,83,79,68,83,-10,A1
77,78,83,84,70,82,-10,A1
82,78,83,79,68,82,-10,A1
82,80,91,79,70,82,-10,A1
73,80,91,84,70,86,-10,A1
73,80,93,84,68,82,-10,A1
73,80,84,84,68,82,-10,A1
76,78,84,77,68,83,-10,A1
81,78,84,77,68,90,-10,A1
75,78,91,77,68,89,-10,A1
75,78,91,77,70,82,-10,A1
83,78,84,77,68,82,-10,A1
83,78,84,77,68,82,-10,A1
83,78,84,84,70,87,-10,A1
83,78,84,84,70,87,-10,A1
82,78,84,77,68,87,-10,A1
82,78,84,77,70,87,-10,A1
82,80,84,79,73,87,-10,A1
79,80,84,79,73,82,-10,A1
73,78,84,78,70,82,-10,A1
82,78,84,78,70,82,-10,A1
82,78,83,78,68,82,-10,A1
82,79,83,78,68,82,-10,A1
75,79,83,79,68,82,-10,A1
75,78,83,85,70,90,-10,A1
75,78,83,77,70,90,-10,A1
75,78,84,77,70,90,-10,A1
75,78,83,84,68,90,-10,A1
75,80,83,85,73,89,-10,A1
75,80,83,85,68,89,-10,A1
74,80,83,85,68,87,-10,A1
74,80,83,85,70,83,-10,A1
75,78,83,77,70,83,-10,A1
84,78,83,79,70,83,-10,A1
72,79,83,79,70,83,-10,A1
72,79,84,79,70,82,-10,A1
84,80,84,85,70,82,-10,A1
84,78,84,79,70,82,-10,A1
85,78,84,84,70,82,-10,A1
86,78,84,84,70,82,-10,A1
83,78,83,84,70,87,-10,A1
74,78,91,77,73,88,-10,A1
82,78,91,77,73,82,-10,A1
76,78,92,77,73,90,-10,A1
82,78,92,77,70,90,-10,A1
82,80,92,84,68,82,-10,A1
73,80,83,84,68,82,-10,A1
73,78,84,85,73,82,-10,A1
73,78,83,77,70,82,-10,A1
83,80,83,77,70,82,-10,A1
83,78,83,84,70,82,-10,A1
83,79,84,84,70,84,-10,A1
83,79,84,84,70,84,-10,A1
86,79,83,84,70,84,-10,A1
86,78,83,84,73,83,-10,A1
86,79,83,84,69,83,-10,A1
75,78,84,78,73,83,-10,A1
75,81,84,77,70,82,-10,A1
75,81,84,77,68,82,-10,A1
75,79,84,84,68,88,-10,A1
83,79,83,84,68,87,-10,A1
83,79,84,84,68,84,-10,A1
83,79,84,78,68,86,-10,A1
75,78,84,79,68,88,-10,A1
75,78,84,79,73,88,-10,A1
75,79,84,77,73,88,-10,A1
75,78,84,79,68,88,-10,A1
81,80,84,79,70,83,-10,A1
81,80,84,77,70,83,-10,A1
81,77,84,77,73,88,-10,A1
81,77,84,77,73,91,-10,A1
81,80,83,78,73,87,-10,A1
81,78,83,78,73,87,-10,A1
81,78,83,79,73,87,-10,A1
83,78,84,77,73,82,-10,A1
81,79,83,78,73,87,-10,A1
85,79,83,78,73,87,-10,A1
85,79,83,78,73,87,-10,A1
76,78,83,85,73,87,-10,A1
82,78,83,79,70,87,-10,A1
81,79,83,79,68,87,-10,A1
73,81,83,83,68,87,-10,A1
73,80,83,83,73,87,-10,A1
87,78,84,84,73,89,-10,A1
87,78,84,84,68,87,-10,A1
87,77,84,78,68,87,-10,A1
74,79,84,83,70,83,-10,A1
75,81,84,83,68,83,-10,A1
75,78,84,85,68,83,-10,A1
75,78,84,79,68,83,-10,A1
75,77,85,79,70,88,-10,A1
76,77,85,78,68,88,-10,A1
84,80,85,85,68,88,-10,A1
84,80,83,79,68,88,-10,A1
75,80,91,79,68,88,-10,A1
88,80,83,79,70,88,-10,A1
88,78,83,77,68,89,-10,A1
88,80,83,77,68,81,-10,A1
88,80,84,77,71,87,-10,A1
88,80,84,77,71,87,-10,A1
75,80,84,77,68,87,-10,A1
75,78,84,84,68,88,-10,A1
75,80,84,84,73,88,-10,A1
75,80,84,77,68,83,-10,A1
86,81,84,77,67,83,-10,A1
82,80,84,84,67,83,-10,A1
83,80,84,79,73,83,-10,A1
83,78,83,79,73,89,-10,A1
83,80,83,79,73,89,-10,A1
82,80,83,79,73,87,-10,A1
83,78,84,84,70,84,-10,A1
82,78,83,77,70,84,-10,A1
82,79,83,77,70,84,-10,A1
82,78,83,78,70,88,-10,A1
82,78,83,77,70,88,-10,A1
76,78,83,79,70,88,-10,A1
82,78,83,79,73,87,-10,A1
82,78,84,77,70,87,-10,A1
83,78,84,79,68,87,-10,A1
83,78,84,77,70,87,-10,A1
83,78,84,78,70,87,-10,A1
75,78,84,79,73,87,-10,A1
75,77,84,84,68,88,-10,A1
75,77,84,79,68,88,-10,A1
74,79,84,77,68,88,-10,A1
75,79,84,77,68,81,-10,A1
75,81,83,83,68,87,-10,A1
81,81,83,83,73,87,-10,A1
76,78,83,84,70,87,-10,A1
86,81,83,85,68,83,-10,A1
86,78,83,77,74,83,-10,A1
82,78,84,79,70,86,-10,A1
88,81,84,84,70,86,-10,A1
75,78,82,78,70,87,-10,A1
84,78,84,78,70,87,-10,A1
75,78,84,79,70,82,-10,A1
75,78,84,83,68,87,-10,A1
75,80,84,83,73,87,-10,A1
75,78,84,83,73,87,-10,A1
76,78,84,83,70,83,-10,A1
75,78,84,84,70,83,-10,A1
74,78,84,84,73,83,-10,A1
86,80,84,77,73,89,-10,A1
74,78,91,77,73,89,-10,A1
83,77,91,79,68,89,-10,A1
83,77,91,79,68,87,-10,A1
82,78,91,79,68,82,-10,A1
82,78,83,85,70,82,-10,A1
82,78,83,79,73,87,-10,A1
83,78,84,79,73,83,-10,A1
83,78,84,78,73,87,-10,A1
84,78,84,78,73,86,-10,A1
85,78,84,79,68,86,-10,A1
85,80,84,77,68,87,-10,A1
75,80,84,77,70,84,-10,A1
75,80,84,79,70,82,-10,A1
74,78,84,77,70,82,-10,A1
76,78,84,79,70,87,-10,A1
76,80,84,78,70,87,-10,A1
75,78,83,77,68,83,-10,A1
75,81,83,77,73,82,-10,A1
81,77,83,83,73,82,-10,A1
86,78,84,79,73,88,-10,A1
86,78,84,79,73,87,-10,A1
86,80,84,84,73,82,-10,A1
75,78,84,84,73,82,-10,A1
75,78,83,77,73,84,-10,A1
75,78,84,84,73,84,-10,A1
77,78,84,84,73,83,-10,A1
77,78,84,79,73,83,-10,A1
81,78,84,79,70,91,-10,A1
81,78,84,84,73,91,-10,A1
81,81,84,79,68,83,-10,A1
81,81,83,79,68,87,-10,A1
75,78,83,78,73,82,-10,A1
81,80,83,77,73,82,-10,A1
81,78,83,79,70,82,-10,A1
75,78,83,79,70,88,-10,A1
81,78,85,79,73,88,-10,A1
82,78,83,79,73,88,-10,A1
75,80,83,77,73,86,-10,A1
75,80,83,79,73,86,-10,A1
75,80,83,79,70,86,-10,A1
75,78,83,85,73,87,-10,A1
75,78,83,85,68,87,-10,A1
80,78,84,77,73,88,-10,A1
80,78,84,77,73,87,-10,A1
81,78,83,79,68,87,-10,A1
75,78,83,79,68,87,-10,A1
74,78,83,79,68,82,-10,A1
82,79,84,78,68,82,-10,A1
82,80,84,77,68,89,-10,A1
86,79,84,77,70,87,-10,A1
86,80,83,77,70,81,-10,A1
87,80,83,77,68,81,-10,A1
85,80,84,79,70,81,-10,A1
82,77,83,79,68,82,-10,A1
82,80,83,84,68,82,-10,A1
81,78,83,84,73,82,-10,A1
200,89,82,81,79,79,-10,A2
200,82,82,82,88,80,-10,A2
82,82,82,81,88,80,-10,A2
77,82,82,83,88,80,-10,A2
77,85,81,83,88,83,-10,A2
77,82,81,83,86,83,-10,A2
79,82,81,83,79,83,-10,A2
79,82,82,81,82,81,-10,A2
79,86,82,81,82,84,-10,A2
79,89,82,80,89,84,-10,A2
77,89,83,80,89,84,-10,A2
76,87,89,81,82,80,-10,A2
77,87,84,81,79,84,-10,A2
82,87,86,80,83,79,-10,A2
82,87,86,82,89,79,-10,A2
82,87,87,82,89,79,-10,A2
81,87,83,82,89,81,-10,A2
77,82,83,81,89,81,-10,A2
77,90,87,81,82,81,-10,A2
81,81,87,81,82,81,-10,A2
81,81,87,81,79,81,-10,A2
81,82,87,79,79,81,-10,A2
77,82,84,81,79,90,-10,A2
77,82,84,82,81,90,-10,A2
76,82,84,82,81,84,-10,A2
76,82,84,82,81,84,-10,A2
81,82,84,83,79,84,-10,A2
81,82,84,80,79,84,-10,A2
81,87,83,83,79,80,-10,A2
81,90,83,81,79,80,-10,A2
77,90,82,83,88,80,-10,A2
76,90,90,81,89,80,-10,A2
77,87,90,81,88,81,-10,A2
77,87,90,81,89,84,-10,A2
78,90,90,82,79,84,-10,A2
82,82,90,82,79,89,-10,A2
77,82,84,79,79,89,-10,A2
79,81,84,82,79,89,-10,A2
79,81,84,78,91,89,-10,A2
76,83,84,81,81,89,-10,A2
83,83,84,81,81,89,-10,A2
83,87,84,82,88,89,-10,A2
83,87,86,80,87,90,-10,A2
78,82,86,83,87,90,-10,A2
79,82,83,81,82,90,-10,A2
77,82,83,84,82,89,-10,A2
77,91,82,81,79,89,-10,A2
77,86,82,82,79,89,-10,A2
81,82,82,81,79,89,-10,A2
81,86,87,80,79,89,-10,A2
78,86,87,80,79,80,-10,A2
78,86,83,80,86,80,-10,A2
78,83,86,79,89,80,-10,A2
79,90,88,79,89,79,-10,A2
79,90,88,85,82,79,-10,A2
77,86,83,80,82,80,-10,A2
77,82,83,83,82,91,-10,A2
78,82,83,83,87,84,-10,A2
78,82,83,83,88,88,-10,A2
78,82,83,83,82,80,-10,A2
78,82,83,84,79,79,-10,A2
79,86,83,82,79,79,-10,A2
77,83,83,82,88,79,-10,A2
77,86,83,84,88,79,-10,A2
77,83,83,79,88,80,-10,A2
78,82,83,79,88,80,-10,A2
82,91,83,84,79,80,-10,A2
82,83,86,80,79,80,-10,A2
82,84,86,80,79,80,-10,A2
79,84,83,80,88,80,-10,A2
79,83,82,79,79,80,-10,A2
79,83,82,79,79,79,-10,A2
77,83,82,79,79,79,-10,A2
88,82,83,85,82,89,-10,A2
78,91,82,83,88,89,-10,A2
78,85,83,85,79,89,-10,A2
78,87,83,85,79,89,-10,A2
78,86,83,85,88,80,-10,A2
77,86,83,85,82,88,-10,A2
77,85,83,84,82,79,-10,A2
79,85,83,84,82,79,-10,A2
78,85,83,85,82,79,-10,A2
78,85,83,78,88,79,-10,A2
78,85,83,78,82,86,-10,A2
86,85,83,82,79,86,-10,A2
86,85,83,85,79,86,-10,A2
84,86,84,85,82,80,-10,A2
80,86,83,83,82,85,-10,A2
80,86,82,84,82,85,-10,A2
76,87,83,84,88,80,-10,A2
76,86,83,80,87,80,-10,A2
78,82,83,83,87,81,-10,A2
78,86,83,83,88,81,-10,A2
77,86,83,83,79,81,-10,A2
77,87,82,83,79,81,-10,A2
77,87,82,85,88,81,-10,A2
77,87,82,83,82,89,-10,A2
77,87,82,83,88,85,-10,A2
77,87,82,82,88,80,-10,A2
77,85,83,82,79,80,-10,A2
77,83,88,82,79,84,-10,A2
78,83,88,80,79,80,-10,A2
78,86,83,82,79,79,-10,A2
78,86,83,82,79,81,-10,A2
77,85,83,80,79,81,-10,A2
77,85,83,79,83,80,-10,A2
77,85,83,83,83,80,-10,A2
77,83,83,79,83,84,-10,A2
77,90,87,79,83,84,-10,A2
82,82,87,81,79,88,-10,A2
77,82,83,80,79,88,-10,A2
77,82,82,81,79,88,-10,A2
77,82,82,81,83,79,-10,A2
77,82,82,79,79,84,-10,A2
77,90,82,79,79,84,-10,A2
77,90,82,79,79,80,-10,A2
77,90,82,80,79,80,-10,A2
77,82,82,81,86,80,-10,A2
80,81,82,81,79,80,-10,A2
80,81,82,82,79,80,-10,A2
77,84,82,82,82,91,-10,A2
79,82,86,83,82,80,-10,A2
79,82,83,81,83,92,-10,A2
76,82,83,81,83,89,-10,A2
76,82,88,81,83,89,-10,A2
76,82,88,81,82,89,-10,A2
85,82,88,81,89,81,-10,A2
85,88,88,83,79,81,-10,A2
77,83,83,81,79,81,-10,A2
77,83,83,80,87,84,-10,A2
77,82,83,80,79,84,-10,A2
77,82,83,80,79,84,-10,A2
76,89,84,81,79,84,-10,A2
76,82,83,80,79,84,-10,A2
76,82,84,80,82,84,-10,A2
76,81,84,81,82,85,-10,A2
78,81,84,79,82,85,-10,A2
77,84,81,82,82,85,-10,A2
77,87,81,82,82,85,-10,A2
80,87,81,82,82,80,-10,A2
80,90,81,80,82,80,-10,A2
77,90,81,82,82,79,-10,A2
78,82,81,82,82,79,-10,A2
78,86,82,82,89,85,-10,A2
78,86,82,82,89,81,-10,A2
77,85,83,85,82,81,-10,A2
77,85,83,85,79,81,-10,A2
77,83,83,81,82,79,-10,A2
77,83,83,81,79,79,-10,A2
78,83,83,80,91,79,-10,A2
78,83,84,82,89,79,-10,A2
77,83,84,82,89,89,-10,A2
78,85,84,79,82,89,-10,A2
78,85,83,79,82,89,-10,A2
77,86,83,81,82,89,-10,A2
77,86,83,83,78,89,-10,A2
77,86,83,79,78,82,-10,A2
76,86,83,79,78,82,-10,A2
77,86,83,79,82,82,-10,A2
76,86,83,79,79,82,-10,A2
76,85,83,79,79,82,-10,A2
76,85,83,79,83,82,-10,A2
77,87,83,79,83,82,-10,A2
77,87,83,81,79,82,-10,A2
77,87,83,81,79,80,-10,A2
77,87,83,85,88,80,-10,A2
85,87,83,85,82,80,-10,A2
77,87,83,79,83,80,-10,A2
77,87,83,79,83,79,-10,A2
79,87,83,79,88,88,-10,A2
78,86,86,81,88,79,-10,A2
78,86,82,83,88,88,-10,A2
79,85,82,81,79,88,-10,A2
79,82,82,80,79,87,-10,A2
83,82,83,80,88,87,-10,A2
83,83,83,86,88,81,-10,A2
76,83,83,83,88,81,-10,A2
76,86,83,83,83,81,-10,A2
76,86,83,83,88,81,-10,A2
76,87,87,83,78,87,-10,A2
77,88,87,84,82,87,-10,A2
76,88,87,84,82,80,-10,A2
76,88,84,80,84,82,-10,A2
79,89,85,82,84,88,-10,A2
79,83,85,82,84,88,-10,A2
79,87,85,80,84,88,-10,A2
79,87,85,86,78,88,-10,A2
79,87,87,83,87,81,-10,A2
79,82,87,84,88,81,-10,A2
78,87,86,84,88,79,-10,A2
78,81,84,84,88,88,-10,A2
76,81,84,84,78,88,-10,A2
88,85,82,79,88,81,-10,A2
76,85,85,79,88,87,-10,A2
77,83,86,79,86,87,-10,A2
77,83,84,84,79,87,-10,A2
79,83,84,80,87,87,-10,A2
79,85,84,80,82,84,-10,A2
79,85,83,83,82,81,-10,A2
79,83,86,81,82,81,-10,A2
77,83,86,84,83,84,-10,A2
80,83,86,80,83,84,-10,A2
80,82,86,82,83,84,-10,A2
78,82,84,82,88,84,-10,A2
78,86,84,81,87,80,-10,A2
78,86,83,80,87,83,-10,A2
77,86,83,81,82,84,-10,A2
79,86,83,81,82,84,-10,A2
79,90,83,79,82,84,-10,A2
79,83,84,81,82,80,-10,A2
79,83,83,84,83,87,-10,A2
79,82,83,81,83,87,-10,A2
76,82,83,81,88,87,-10,A2
79,86,83,81,88,84,-10,A2
79,86,83,81,88,85,-10,A2
77,82,83,82,88,80,-10,A2
76,82,83,82,82,84,-10,A2
76,82,83,81,79,84,-10,A2
78,82,83,81,79,87,-10,A2
78,86,83,81,82,87,-10,A2
78,86,83,83,82,80,-10,A2
78,86,86,83,82,80,-10,A2
76,90,86,83,79,90,-10,A2
76,90,82,81,88,86,-10,A2
77,86,83,81,88,86,-10,A2
77,86,83,81,82,83,-10,A2
77,86,88,80,82,79,-10,A2
77,82,86,80,82,79,-10,A2
77,82,88,84,79,85,-10,A2
78,82,88,84,79,85,-10,A2
83,86,88,84,79,90,-10,A2
76,86,88,80,79,90,-10,A2
76,86,88,84,81,83,-10,A2
80,86,83,84,82,83,-10,A2
80,82,83,80,79,80,-10,A2
80,83,82,83,88,80,-10,A2
76,90,82,81,83,80,-10,A2
80,91,83,85,79,90,-10,A2
80,86,83,83,88,85,-10,A2
77,86,83,83,88,85,-10,A2
76,86,83,82,79,84,-10,A2
79,86,88,82,83,84,-10,A2
79,83,83,81,79,84,-10,A2
86,87,83,80,79,84,-10,A2
86,87,84,80,79,80,-10,A2
78,86,84,80,79,80,-10,A2
75,86,84,80,79,84,-10,A2
75,82,84,79,87,80,-10,A2
75,86,83,79,79,89,-10,A2
75,86,88,79,79,88,-10,A2
82,86,83,79,79,88,-10,A2
82,90,83,85,89,88,-10,A2
82,82,83,85,88,87,-10,A2
77,82,83,85,88,89,-10,A2
79,82,83,79,88,89,-10,A2
76,82,83,81,89,89,-10,A2
76,82,87,80,78,85,-10,A2
76,82,83,82,83,80,-10,A2
78,82,83,81,79,80,-10,A2
76,82,87,79,79,89,-10,A2
76,82,87,80,83,89,-10,A2
78,86,83,80,79,84,-10,A2
78,86,83,81,89,80,-10,A2
79,83,83,81,79,80,-10,A2
78,90,83,80,82,80,-10,A2
77,86,82,82,82,84,-10,A2
77,86,82,83,82,84,-10,A2
77,86,82,80,88,84,-10,A2
77,83,83,80,88,84,-10,A2
80,83,83,82,79,84,-10,A2
80,87,83,81,88,80,-10,A2
88,86,83,85,88,80,-10,A2
77,86,83,85,88,83,-10,A2
77,86,83,81,88,89,-10,A2
77,87,84,80,82,84,-10,A2
77,82,84,80,82,89,-10,A2
88,86,84,80,89,89,-10,A2
79,83,88,81,89,89,-10,A2
79,86,88,81,89,89,-10,A2
77,86,83,83,87,89,-10,A2
87,82,83,83,83,85,-10,A2
77,85,83,79,79,87,-10,A2
77,82,83,79,82,87,-10,A2
77,82,83,81,82,87,-10,A2
79,82,83,80,79,80,-10,A2
79,82,83,82,83,80,-10,A2
79,86,83,82,82,80,-10,A2
79,86,87,82,82,80,-10,A2
79,86,83,85,82,80,-10,A2
79,86,83,85,82,80,-10,A2
76,86,83,85,88,80,-10,A2
79,90,86,83,88,80,-10,A2
79,82,83,83,88,89,-10,A2
77,82,87,83,88,89,-10,A2
77,82,87,80,82,89,-10,A2
78,87,87,83,83,80,-10,A2
76,87,83,84,83,80,-10,A2
76,87,83,84,79,80,-10,A2
78,87,83,83,79,90,-10,A2
78,87,83,83,78,90,-10,A2
77,83,87,79,78,79,-10,A2
77,90,83,79,78,79,-10,A2
76,90,83,79,88,79,-10,A2
76,83,83,79,81,80,-10,A2
76,83,83,80,81,83,-10,A2
76,83,83,83,81,85,-10,A2
76,83,83,83,79,85,-10,A2
79,82,83,83,79,88,-10,A2
79,82,84,81,79,84,-10,A2
79,82,84,81,79,83,-10,A2
76,82,84,81,79,83,-10,A2
78,86,84,84,79,83,-10,A2
76,86,83,82,79,83,-10,A2
76,86,83,82,79,86,-10,A2
77,86,83,82,89,89,-10,A2
77,83,84,81,89,89,-10,A2
86,83,84,83,82,85,-10,A2
77,82,83,83,79,85,-10,A2
76,82,83,83,82,85,-10,A2
77,82,83,86,88,88,-10,A2
77,85,83,80,88,88,-10,A2
76,86,83,80,82,80,-10,A2
76,86,83,80,88,90,-10,A2
76,86,83,82,81,90,-10,A2
76,83,83,80,81,79,-10,A2
76,83,84,79,81,79,-10,A2
76,83,82,79,81,79,-10,A2
76,90,83,85,82,80,-10,A2
76,83,83,81,88,80,-10,A2
76,83,83,81,88,88,-10,A2
83,83,83,84,87,88,-10,A2
76,83,87,82,79,88,-10,A2
76,85,84,80,79,90,-10,A2
76,85,84,80,79,87,-10,A2
76,83,84,80,83,84,-10,A2
76,86,83,82,83,79,-10,A2
76,86,83,84,82,79,-10,A2
76,86,84,84,82,79,-10,A2
76,81,84,80,88,79,-10,A2
82,81,84,80,82,79,-10,A2
78,81,84,80,82,87,-10,A2
76,87,87,84,82,80,-10,A2
76,82,87,82,79,80,-10,A2
76,82,87,82,83,88,-10,A2
76,87,83,80,82,88,-10,A2
78,87,83,80,79,88,-10,A2
77,83,83,84,79,88,-10,A2
77,83,83,80,79,79,-10,A2
76,83,83,80,79,88,-10,A2
76,86,83,80,82,84,-10,A2
79,86,83,80,82,85,-10,A2
79,86,83,83,82,85,-10,A2
76,86,83,83,79,81,-10,A2
76,90,83,83,79,89,-10,A2
76,89,83,83,79,89,-10,A2
77,82,83,81,79,89,-10,A2
77,83,84,81,82,86,-10,A2
78,86,84,81,81,79,-10,A2
78,82,86,79,78,90,-10,A2
87,82,86,83,78,90,-10,A2
77,82,86,79,78,85,-10,A2
78,82,83,79,83,85,-10,A2
78,87,85,79,89,88,-10,A2
88,87,83,80,89,79,-10,A2
88,82,83,85,79,84,-10,A2
78,82,83,85,88,84,-10,A2
78,85,82,79,88,86,-10,A2
78,82,82,81,88,81,-10,A2
78,81,82,81,81,81,-10,A2
82,81,82,82,81,84,-10,A2
77,80,82,81,79,80,-10,A2
78,88,83,80,82,80,-10,A2
200,200,200,78,200,89,-10,A3
200,84,200,78,75,89,-10,A3
83,84,200,78,74,74,-10,A3
83,85,88,81,74,74,-10,A3
80,83,88,81,81,75,-10,A3
80,86,81,81,74,83,-10,A3
82,85,87,81,74,76,-10,A3
78,83,88,84,82,74,-10,A3
80,85,83,83,82,74,-10,A3
79,84,85,84,82,79,-10,A3
81,83,87,84,74,79,-10,A3
80,82,86,84,74,83,-10,A3
80,83,85,84,81,82,-10,A3
80,83,85,81,81,82,-10,A3
80,82,85,81,74,82,-10,A3
79,85,83,80,74,82,-10,A3
78,83,83,80,74,82,-10,A3
78,83,85,85,74,89,-10,A3
78,83,86,80,81,93,-10,A3
83,85,88,79,81,91,-10,A3
80,85,86,79,81,91,-10,A3
80,82,87,79,82,91,-10,A3
81,84,83,78,82,84,-10,A3
81,83,87,78,82,75,-10,A3
81,83,84,78,81,82,-10,A3
79,82,86,78,81,82,-10,A3
