RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,TxPower,xRegression,yRegression
77,200,200,200,62,81,-6,0.75,0.75
74,200,83,78,61,82,-6,0.75,0.75
74,74,83,82,62,89,-6,0.75,0.75
83,74,83,82,62,87,-6,0.75,0.75
83,74,83,84,72,87,-6,0.75,0.75
72,71,82,80,72,88,-6,0.75,0.75
79,71,82,80,72,88,-6,0.75,0.75
75,71,81,80,61,83,-6,0.75,0.75
82,79,82,78,71,83,-6,0.75,0.75
77,79,80,78,72,85,-6,0.75,0.75
77,79,83,79,75,83,-6,0.75,0.75
77,78,81,79,71,87,-6,0.75,0.75
78,71,82,79,71,88,-6,0.75,0.75
78,73,79,86,61,83,-6,0.75,0.75
75,74,81,84,61,83,-6,0.75,0.75
77,73,81,79,62,82,-6,0.75,0.75
75,71,80,83,62,88,-6,0.75,0.75
75,74,80,83,61,86,-6,0.75,0.75
75,79,80,83,61,86,-6,0.75,0.75
78,79,80,87,61,86,-6,0.75,0.75
75,74,80,75,62,85,-6,0.75,0.75
80,78,81,79,72,85,-6,0.75,0.75
80,71,80,79,62,85,-6,0.75,0.75
80,78,80,90,62,85,-6,0.75,0.75
73,78,80,90,62,85,-6,0.75,0.75
83,71,80,81,62,84,-6,0.75,0.75
84,71,80,89,62,84,-6,0.75,0.75
84,72,81,89,74,84,-6,0.75,0.75
88,72,82,89,71,87,-6,0.75,0.75
77,72,82,82,62,83,-6,0.75,0.75
75,78,82,80,75,83,-6,0.75,0.75
75,72,81,80,75,84,-6,0.75,0.75
80,72,77,84,71,85,-6,0.75,0.75
76,71,83,80,71,85,-6,0.75,0.75
79,76,83,88,74,85,-6,0.75,0.75
78,76,81,81,71,88,-6,0.75,0.75
78,76,81,81,71,83,-6,0.75,0.75
74,78,81,81,62,85,-6,0.75,0.75
83,77,79,84,62,90,-6,0.75,0.75
83,71,79,83,62,85,-6,0.75,0.75
83,71,81,83,61,85,-6,0.75,0.75
83,78,82,83,71,85,-6,0.75,0.75
83,72,81,83,62,83,-6,0.75,0.75
80,72,80,88,62,83,-6,0.75,0.75
76,72,79,78,71,83,-6,0.75,0.75
73,72,79,78,61,83,-6,0.75,0.75
73,78,79,84,61,82,-6,0.75,0.75
73,78,82,90,62,85,-6,0.75,0.75
81,72,81,90,62,84,-6,0.75,0.75
81,74,81,78,62,84,-6,0.75,0.75
77,74,84,84,62,84,-6,0.75,0.75
77,74,84,84,62,84,-6,0.75,0.75
77,76,79,80,61,85,-6,0.75,0.75
86,76,79,80,61,85,-6,0.75,0.75
81,76,79,81,61,85,-6,0.75,0.75
84,78,79,87,73,85,-6,0.75,0.75
76,78,80,87,62,85,-6,0.75,0.75
76,78,81,87,61,85,-6,0.75,0.75
78,78,81,80,71,85,-6,0.75,0.75
76,80,79,80,71,85,-6,0.75,0.75
76,80,79,79,71,90,-6,0.75,0.75
76,79,78,79,71,90,-6,0.75,0.75
76,79,79,79,63,90,-6,0.75,0.75
79,79,81,83,63,90,-6,0.75,0.75
74,78,81,83,62,86,-6,0.75,0.75
74,76,77,79,62,89,-6,0.75,0.75
74,71,77,85,62,89,-6,0.75,0.75
75,74,78,88,62,89,-6,0.75,0.75
75,71,78,83,61,85,-6,0.75,0.75
75,75,79,86,61,85,-6,0.75,0.75
80,74,80,83,61,85,-6,0.75,0.75
76,72,81,85,62,85,-6,0.75,0.75
76,77,81,79,62,86,-6,0.75,0.75
79,77,78,88,61,87,-6,0.75,0.75
76,77,78,83,61,87,-6,0.75,0.75
76,74,79,79,62,87,-6,0.75,0.75
76,78,84,83,62,80,-6,0.75,0.75
80,74,79,88,61,80,-6,0.75,0.75
80,74,79,79,74,80,-6,0.75,0.75
79,74,79,83,74,80,-6,0.75,0.75
79,74,79,84,74,83,-6,0.75,0.75
77,79,78,79,62,89,-6,0.75,0.75
77,79,83,78,61,85,-6,0.75,0.75
77,71,82,79,74,85,-6,0.75,0.75
77,80,82,79,74,86,-6,0.75,0.75
81,79,82,90,61,86,-6,0.75,0.75
78,74,82,79,61,86,-6,0.75,0.75
78,75,83,81,61,81,-6,0.75,0.75
82,75,83,81,62,84,-6,0.75,0.75
84,74,78,87,62,82,-6,0.75,0.75
84,74,80,80,62,82,-6,0.75,0.75
80,74,80,80,62,88,-6,0.75,0.75
76,77,80,80,61,85,-6,0.75,0.75
80,77,80,80,61,86,-6,0.75,0.75
79,77,79,80,61,84,-6,0.75,0.75
79,77,79,80,71,86,-6,0.75,0.75
82,74,79,85,71,86,-6,0.75,0.75
77,73,79,85,71,79,-6,0.75,0.75
77,73,82,87,62,82,-6,0.75,0.75
80,81,80,89,62,81,-6,0.75,0.75
80,76,81,79,61,86,-6,0.75,0.75
80,74,81,79,62,86,-6,0.75,0.75
74,74,81,83,61,85,-6,0.75,0.75
80,74,78,83,62,81,-6,0.75,0.75
85,75,82,81,62,79,-6,0.75,0.75
80,77,82,81,61,84,-6,0.75,0.75
80,74,81,89,62,84,-6,0.75,0.75
80,74,79,88,71,87,-6,0.75,0.75
83,74,79,85,74,87,-6,0.75,0.75
82,79,79,89,62,87,-6,0.75,0.75
81,78,80,89,62,87,-6,0.75,0.75
81,74,80,84,61,86,-6,0.75,0.75
76,74,79,84,71,86,-6,0.75,0.75
77,74,79,81,62,86,-6,0.75,0.75
77,78,79,78,62,86,-6,0.75,0.75
82,74,80,79,62,86,-6,0.75,0.75
80,78,80,79,71,84,-6,0.75,0.75
75,78,81,89,61,84,-6,0.75,0.75
75,71,80,89,62,84,-6,0.75,0.75
83,72,78,83,62,84,-6,0.75,0.75
79,74,78,83,62,84,-6,0.75,0.75
83,74,81,83,62,84,-6,0.75,0.75
79,72,81,83,71,84,-6,0.75,0.75
81,74,79,82,61,85,-6,0.75,0.75
82,72,79,80,61,85,-6,0.75,0.75
76,71,79,87,61,83,-6,0.75,0.75
76,71,83,87,74,84,-6,0.75,0.75
78,77,78,82,74,84,-6,0.75,0.75
83,74,78,82,62,91,-6,0.75,0.75
83,74,80,86,61,84,-6,0.75,0.75
81,78,80,86,61,90,-6,0.75,0.75
81,74,80,79,61,90,-6,0.75,0.75
78,74,80,87,61,84,-6,0.75,0.75
81,78,80,81,61,84,-6,0.75,0.75
78,78,79,80,61,84,-6,0.75,0.75
79,74,81,80,61,83,-6,0.75,0.75
78,74,80,80,61,82,-6,0.75,0.75
80,71,79,83,61,82,-6,0.75,0.75
80,74,79,83,61,82,-6,0.75,0.75
80,74,79,86,61,85,-6,0.75,0.75
85,71,81,86,71,81,-6,0.75,0.75
79,78,82,86,61,83,-6,0.75,0.75
79,74,82,78,61,83,-6,0.75,0.75
81,74,81,78,61,84,-6,0.75,0.75
75,77,81,78,61,85,-6,0.75,0.75
80,75,78,79,61,85,-6,0.75,0.75
81,74,78,79,61,88,-6,0.75,0.75
81,74,80,79,62,86,-6,0.75,0.75
78,74,82,83,71,93,-6,0.75,0.75
78,74,80,83,71,93,-6,0.75,0.75
78,77,82,83,61,84,-6,0.75,0.75
78,75,82,83,71,85,-6,0.75,0.75
78,71,82,88,71,85,-6,0.75,0.75
78,71,81,88,62,85,-6,0.75,0.75
78,77,82,80,71,84,-6,0.75,0.75
76,78,79,87,71,84,-6,0.75,0.75
76,71,79,87,62,84,-6,0.75,0.75
80,71,82,89,62,84,-6,0.75,0.75
80,75,82,80,61,84,-6,0.75,0.75
80,75,82,80,61,84,-6,0.75,0.75
80,75,79,80,61,82,-6,0.75,0.75
82,71,79,80,71,82,-6,0.75,0.75
74,78,79,80,71,82,-6,0.75,0.75
74,78,82,81,71,82,-6,0.75,0.75
74,78,80,81,74,82,-6,0.75,0.75
82,72,80,88,72,82,-6,0.75,0.75
75,78,80,80,72,82,-6,0.75,0.75
75,72,82,79,61,82,-6,0.75,0.75
75,72,79,79,61,83,-6,0.75,0.75
73,74,81,79,61,83,-6,0.75,0.75
73,74,81,79,61,83,-6,0.75,0.75
80,78,80,79,61,87,-6,0.75,0.75
80,71,79,78,61,87,-6,0.75,0.75
80,71,79,83,61,87,-6,0.75,0.75
76,71,79,79,61,88,-6,0.75,0.75
76,72,79,79,71,83,-6,0.75,0.75
80,72,81,86,62,83,-6,0.75,0.75
80,72,81,90,62,88,-6,0.75,0.75
79,77,80,78,62,84,-6,0.75,0.75
79,77,79,78,62,87,-6,0.75,0.75
81,74,81,78,62,87,-6,0.75,0.75
74,74,80,78,71,87,-6,0.75,0.75
79,74,80,89,62,89,-6,0.75,0.75
75,78,80,87,75,89,-6,0.75,0.75
76,78,80,83,61,84,-6,0.75,0.75
76,78,81,90,62,84,-6,0.75,0.75
80,71,82,82,62,87,-6,0.75,0.75
80,71,79,82,62,85,-6,0.75,0.75
80,71,79,85,71,81,-6,0.75,0.75
80,71,80,90,62,89,-6,0.75,0.75
80,71,81,90,62,84,-6,0.75,0.75
80,71,80,87,62,84,-6,0.75,0.75
80,71,80,79,62,84,-6,0.75,0.75
75,71,82,79,62,89,-6,0.75,0.75
80,74,82,79,62,90,-6,0.75,0.75
80,74,81,78,62,90,-6,0.75,0.75
76,74,80,78,74,86,-6,0.75,0.75
83,77,80,80,62,85,-6,0.75,0.75
85,77,80,87,62,85,-6,0.75,0.75
85,74,82,79,62,85,-6,0.75,0.75
85,71,80,79,62,85,-6,0.75,0.75
75,71,81,83,62,85,-6,0.75,0.75
75,77,81,80,62,83,-6,0.75,0.75
80,77,81,88,62,87,-6,0.75,0.75
80,71,80,88,61,84,-6,0.75,0.75
80,71,79,88,61,84,-6,0.75,0.75
80,71,79,83,74,84,-6,0.75,0.75
80,78,79,87,62,84,-6,0.75,0.75
85,78,80,87,62,84,-6,0.75,0.75
77,78,79,80,62,83,-6,0.75,0.75
83,71,79,80,71,83,-6,0.75,0.75
82,74,79,80,71,83,-6,0.75,0.75
82,71,80,80,71,83,-6,0.75,0.75
82,74,80,80,71,84,-6,0.75,0.75
82,74,80,88,71,86,-6,0.75,0.75
82,77,81,88,61,83,-6,0.75,0.75
81,77,81,87,61,83,-6,0.75,0.75
74,77,81,87,62,84,-6,0.75,0.75
74,71,81,79,62,85,-6,0.75,0.75
79,71,80,79,71,85,-6,0.75,0.75
77,74,80,79,71,86,-6,0.75,0.75
82,74,79,79,73,86,-6,0.75,0.75
83,74,79,79,61,86,-6,0.75,0.75
83,74,81,83,71,89,-6,0.75,0.75
78,74,80,83,71,89,-6,0.75,0.75
78,77,80,84,61,89,-6,0.75,0.75
80,77,81,90,74,85,-6,0.75,0.75
80,77,81,79,74,85,-6,0.75,0.75
80,77,80,84,62,88,-6,0.75,0.75
85,74,81,85,62,88,-6,0.75,0.75
78,74,80,80,71,90,-6,0.75,0.75
78,72,82,78,71,90,-6,0.75,0.75
78,77,78,78,62,86,-6,0.75,0.75
78,77,82,83,75,86,-6,0.75,0.75
85,77,81,83,61,84,-6,0.75,0.75
85,71,81,79,61,84,-6,0.75,0.75
85,77,81,79,61,84,-6,0.75,0.75
82,77,83,89,61,90,-6,0.75,0.75
77,77,79,78,71,82,-6,0.75,0.75
80,71,79,78,71,82,-6,0.75,0.75
80,71,82,78,62,82,-6,0.75,0.75
80,77,80,78,62,89,-6,0.75,0.75
77,74,80,78,62,86,-6,0.75,0.75
78,74,80,78,62,86,-6,0.75,0.75
79,77,81,80,72,85,-6,0.75,0.75
78,74,80,80,74,86,-6,0.75,0.75
77,74,81,82,61,84,-6,0.75,0.75
77,71,81,82,61,85,-6,0.75,0.75
75,74,79,82,71,85,-6,0.75,0.75
77,71,81,81,74,86,-6,0.75,0.75
78,78,81,81,74,86,-6,0.75,0.75
83,78,81,80,74,86,-6,0.75,0.75
82,78,81,80,74,83,-6,0.75,0.75
82,78,79,83,74,85,-6,0.75,0.75
78,78,80,83,71,85,-6,0.75,0.75
78,78,80,83,71,84,-6,0.75,0.75
78,78,81,80,61,87,-6,0.75,0.75
77,78,80,83,62,87,-6,0.75,0.75
77,78,80,83,74,86,-6,0.75,0.75
83,71,79,79,74,86,-6,0.75,0.75
81,72,82,79,74,84,-6,0.75,0.75
83,71,79,82,61,90,-6,0.75,0.75
76,71,81,82,71,84,-6,0.75,0.75
76,71,81,83,71,84,-6,0.75,0.75
78,75,79,82,71,90,-6,0.75,0.75
76,74,79,82,71,90,-6,0.75,0.75
76,77,79,82,71,90,-6,0.75,0.75
86,74,79,82,61,90,-6,0.75,0.75
86,77,82,82,61,90,-6,0.75,0.75
77,74,82,88,71,90,-6,0.75,0.75
85,77,80,88,71,90,-6,0.75,0.75
77,77,80,88,61,90,-6,0.75,0.75
77,71,78,88,61,90,-6,0.75,0.75
78,71,82,88,62,88,-6,0.75,0.75
84,72,81,83,61,88,-6,0.75,0.75
77,72,78,78,61,85,-6,0.75,0.75
77,72,79,79,61,83,-6,0.75,0.75
77,71,79,87,61,90,-6,0.75,0.75
76,71,79,87,62,83,-6,0.75,0.75
78,79,79,90,62,83,-6,0.75,0.75
78,78,82,85,62,89,-6,0.75,0.75
78,71,80,80,71,87,-6,0.75,0.75
78,71,80,80,61,87,-6,0.75,0.75
78,74,80,83,61,87,-6,0.75,0.75
83,74,78,83,71,87,-6,0.75,0.75
83,71,81,79,62,82,-6,0.75,0.75
83,74,81,79,74,82,-6,0.75,0.75
76,77,81,87,74,88,-6,0.75,0.75
81,78,79,87,62,86,-6,0.75,0.75
83,78,79,81,61,83,-6,0.75,0.75
81,71,79,81,62,83,-6,0.75,0.75
76,77,78,79,71,83,-6,0.75,0.75
81,77,81,79,61,85,-6,0.75,0.75
85,77,81,90,61,85,-6,0.75,0.75
83,74,81,89,62,84,-6,0.75,0.75
83,74,81,82,62,84,-6,0.75,0.75
81,77,81,85,62,84,-6,0.75,0.75
79,71,81,89,61,84,-6,0.75,0.75
79,71,78,89,61,82,-6,0.75,0.75
76,71,81,78,61,82,-6,0.75,0.75
76,71,81,78,71,88,-6,0.75,0.75
76,77,80,78,71,88,-6,0.75,0.75
76,74,82,78,74,88,-6,0.75,0.75
76,71,81,78,61,88,-6,0.75,0.75
84,78,81,82,61,86,-6,0.75,0.75
80,78,78,83,63,83,-6,0.75,0.75
80,71,78,83,71,83,-6,0.75,0.75
85,75,81,84,62,83,-6,0.75,0.75
81,71,81,84,62,83,-6,0.75,0.75
81,71,81,87,62,86,-6,0.75,0.75
81,77,81,90,62,86,-6,0.75,0.75
79,74,81,79,62,86,-6,0.75,0.75
76,74,78,79,62,86,-6,0.75,0.75
79,74,81,87,62,85,-6,0.75,0.75
77,74,81,90,62,84,-6,0.75,0.75
82,74,81,82,62,82,-6,0.75,0.75
82,74,79,83,62,82,-6,0.75,0.75
78,74,81,83,62,84,-6,0.75,0.75
77,74,80,90,62,84,-6,0.75,0.75
77,77,80,90,71,84,-6,0.75,0.75
75,71,80,79,61,85,-6,0.75,0.75
80,71,79,79,61,85,-6,0.75,0.75
75,71,78,88,61,85,-6,0.75,0.75
75,71,78,78,61,85,-6,0.75,0.75
81,74,78,79,62,85,-6,0.75,0.75
81,74,81,80,61,83,-6,0.75,0.75
81,77,79,80,61,83,-6,0.75,0.75
79,77,81,80,74,83,-6,0.75,0.75
79,77,81,80,62,83,-6,0.75,0.75
79,75,81,80,62,90,-6,0.75,0.75
79,75,79,89,61,90,-6,0.75,0.75
80,74,79,83,61,87,-6,0.75,0.75
77,74,79,83,61,85,-6,0.75,0.75
79,74,79,78,61,85,-6,0.75,0.75
81,74,81,83,61,87,-6,0.75,0.75
79,74,81,83,61,91,-6,0.75,0.75
79,74,81,78,62,91,-6,0.75,0.75
78,71,79,80,61,91,-6,0.75,0.75
80,72,79,79,62,91,-6,0.75,0.75
78,72,80,79,62,91,-6,0.75,0.75
75,78,80,83,62,85,-6,0.75,0.75
75,78,82,78,71,82,-6,0.75,0.75
75,74,82,78,61,82,-6,0.75,0.75
81,78,78,78,62,82,-6,0.75,0.75
77,77,79,82,62,82,-6,0.75,0.75
77,71,81,82,62,82,-6,0.75,0.75
77,71,81,82,62,83,-6,0.75,0.75
77,74,81,89,62,83,-6,0.75,0.75
79,77,81,89,61,88,-6,0.75,0.75
79,77,80,79,61,88,-6,0.75,0.75
81,72,79,79,70,88,-6,0.75,0.75
80,74,79,79,62,88,-6,0.75,0.75
80,77,79,79,62,85,-6,0.75,0.75
85,77,79,84,62,85,-6,0.75,0.75
85,77,81,90,71,85,-6,0.75,0.75
80,77,81,84,71,87,-6,0.75,0.75
83,77,79,84,61,87,-6,0.75,0.75
75,77,82,84,74,87,-6,0.75,0.75
75,74,82,89,74,87,-6,0.75,0.75
83,74,79,80,62,82,-6,0.75,0.75
77,74,79,80,61,82,-6,0.75,0.75
77,74,79,88,61,82,-6,0.75,0.75
78,74,79,79,61,82,-6,0.75,0.75
76,77,82,87,74,83,-6,0.75,0.75
76,77,81,87,74,83,-6,0.75,0.75
77,74,81,78,71,83,-6,0.75,0.75
82,72,81,83,71,83,-6,0.75,0.75
81,77,81,83,71,84,-6,0.75,0.75
79,78,81,83,71,84,-6,0.75,0.75
75,78,81,79,71,84,-6,0.75,0.75
74,71,81,79,74,84,-6,0.75,0.75
74,71,84,81,74,79,-6,0.75,0.75
77,74,84,79,62,85,-6,0.75,0.75
78,78,82,79,62,85,-6,0.75,0.75
80,78,78,80,62,83,-6,0.75,0.75
80,71,78,82,62,83,-6,0.75,0.75
79,71,78,89,62,83,-6,0.75,0.75
200,85,75,72,78,75,-6,0.75,2.25
200,85,75,73,72,75,-6,0.75,2.25
68,85,75,76,73,73,-6,0.75,2.25
69,78,76,75,78,75,-6,0.75,2.25
70,79,75,72,78,75,-6,0.75,2.25
71,79,74,72,72,75,-6,0.75,2.25
69,79,76,87,79,75,-6,0.75,2.25
67,78,74,73,80,77,-6,0.75,2.25
68,78,74,73,72,74,-6,0.75,2.25
68,79,77,72,72,75,-6,0.75,2.25
68,79,77,72,72,76,-6,0.75,2.25
67,80,76,72,80,76,-6,0.75,2.25
68,84,77,73,78,76,-6,0.75,2.25
67,84,77,75,71,77,-6,0.75,2.25
67,79,74,76,72,76,-6,0.75,2.25
66,77,75,76,77,76,-6,0.75,2.25
69,77,77,76,77,77,-6,0.75,2.25
68,85,77,86,77,77,-6,0.75,2.25
68,84,75,83,82,75,-6,0.75,2.25
68,77,75,83,82,75,-6,0.75,2.25
68,79,77,75,81,75,-6,0.75,2.25
68,78,77,75,81,75,-6,0.75,2.25
67,86,75,75,83,76,-6,0.75,2.25
68,86,77,75,83,72,-6,0.75,2.25
68,86,74,75,80,76,-6,0.75,2.25
68,78,75,75,77,76,-6,0.75,2.25
68,78,75,84,78,78,-6,0.75,2.25
68,78,75,75,83,78,-6,0.75,2.25
69,77,78,75,77,72,-6,0.75,2.25
69,84,77,75,77,72,-6,0.75,2.25
68,83,79,85,82,72,-6,0.75,2.25
68,86,76,73,78,72,-6,0.75,2.25
69,78,76,72,72,78,-6,0.75,2.25
69,78,78,76,72,78,-6,0.75,2.25
68,85,78,76,79,78,-6,0.75,2.25
68,85,78,76,79,76,-6,0.75,2.25
68,85,76,91,72,77,-6,0.75,2.25
70,86,76,72,72,79,-6,0.75,2.25
70,79,74,75,72,79,-6,0.75,2.25
71,78,74,75,73,79,-6,0.75,2.25
70,78,79,75,73,74,-6,0.75,2.25
69,79,77,73,82,75,-6,0.75,2.25
70,79,76,73,79,75,-6,0.75,2.25
68,79,76,75,73,77,-6,0.75,2.25
71,79,75,75,73,77,-6,0.75,2.25
71,79,74,76,78,75,-6,0.75,2.25
71,87,77,76,72,75,-6,0.75,2.25
71,84,75,76,77,75,-6,0.75,2.25
70,86,75,88,77,75,-6,0.75,2.25
70,79,75,88,77,75,-6,0.75,2.25
70,79,77,88,77,74,-6,0.75,2.25
68,84,75,88,83,74,-6,0.75,2.25
68,79,77,86,83,74,-6,0.75,2.25
68,83,74,86,83,76,-6,0.75,2.25
69,79,74,89,72,74,-6,0.75,2.25
69,84,75,76,81,74,-6,0.75,2.25
69,78,75,75,81,74,-6,0.75,2.25
70,78,74,75,82,79,-6,0.75,2.25
68,79,77,75,82,78,-6,0.75,2.25
70,79,77,86,77,73,-6,0.75,2.25
70,84,75,75,72,77,-6,0.75,2.25
68,79,75,75,82,77,-6,0.75,2.25
71,85,77,75,82,77,-6,0.75,2.25
71,78,77,75,79,77,-6,0.75,2.25
70,80,75,75,82,74,-6,0.75,2.25
69,80,75,88,82,76,-6,0.75,2.25
71,85,75,73,77,77,-6,0.75,2.25
71,80,76,88,77,77,-6,0.75,2.25
71,79,75,72,77,77,-6,0.75,2.25
70,79,75,72,72,77,-6,0.75,2.25
70,78,74,86,77,75,-6,0.75,2.25
70,78,75,86,72,76,-6,0.75,2.25
68,78,77,86,72,76,-6,0.75,2.25
70,79,75,89,72,73,-6,0.75,2.25
70,78,75,73,78,73,-6,0.75,2.25
70,79,74,73,73,73,-6,0.75,2.25
70,78,77,73,73,73,-6,0.75,2.25
70,78,77,73,73,75,-6,0.75,2.25
71,78,76,73,77,75,-6,0.75,2.25
68,87,75,72,77,76,-6,0.75,2.25
70,78,74,72,79,76,-6,0.75,2.25
70,78,75,72,72,76,-6,0.75,2.25
70,78,75,75,77,76,-6,0.75,2.25
70,84,75,75,78,77,-6,0.75,2.25
69,77,74,75,78,77,-6,0.75,2.25
69,77,75,75,78,77,-6,0.75,2.25
71,83,75,75,77,76,-6,0.75,2.25
70,83,74,73,77,75,-6,0.75,2.25
70,78,76,87,77,75,-6,0.75,2.25
71,78,75,87,77,74,-6,0.75,2.25
68,80,75,75,72,74,-6,0.75,2.25
68,78,76,73,72,74,-6,0.75,2.25
70,84,76,73,72,76,-6,0.75,2.25
71,84,76,73,78,77,-6,0.75,2.25
68,78,77,73,78,77,-6,0.75,2.25
68,78,77,89,72,77,-6,0.75,2.25
70,86,77,88,79,74,-6,0.75,2.25
71,78,77,88,77,74,-6,0.75,2.25
71,78,77,73,76,76,-6,0.75,2.25
67,79,78,74,77,76,-6,0.75,2.25
67,79,76,74,77,76,-6,0.75,2.25
69,79,77,75,77,76,-6,0.75,2.25
69,84,76,85,77,78,-6,0.75,2.25
71,84,74,75,77,78,-6,0.75,2.25
70,85,75,72,77,77,-6,0.75,2.25
69,85,75,75,78,77,-6,0.75,2.25
71,77,75,73,78,77,-6,0.75,2.25
69,85,77,86,82,74,-6,0.75,2.25
69,85,77,86,82,74,-6,0.75,2.25
68,86,75,75,72,73,-6,0.75,2.25
70,86,77,73,72,77,-6,0.75,2.25
70,79,77,87,72,77,-6,0.75,2.25
71,79,78,72,79,78,-6,0.75,2.25
71,85,75,73,79,78,-6,0.75,2.25
71,85,74,73,83,78,-6,0.75,2.25
71,85,75,73,82,76,-6,0.75,2.25
71,85,75,72,83,76,-6,0.75,2.25
69,79,77,72,83,76,-6,0.75,2.25
69,79,77,75,76,77,-6,0.75,2.25
69,79,77,75,76,77,-6,0.75,2.25
70,87,77,75,78,76,-6,0.75,2.25
69,77,75,76,72,75,-6,0.75,2.25
72,78,75,75,72,75,-6,0.75,2.25
69,78,75,75,72,75,-6,0.75,2.25
69,80,76,75,77,75,-6,0.75,2.25
70,80,76,75,77,75,-6,0.75,2.25
70,80,76,75,72,74,-6,0.75,2.25
70,79,75,76,72,74,-6,0.75,2.25
69,79,76,76,72,73,-6,0.75,2.25
68,77,76,76,72,73,-6,0.75,2.25
68,77,75,75,76,79,-6,0.75,2.25
68,84,76,75,76,79,-6,0.75,2.25
71,83,77,88,76,79,-6,0.75,2.25
68,83,76,75,76,73,-6,0.75,2.25
68,76,74,75,76,74,-6,0.75,2.25
68,80,74,72,79,74,-6,0.75,2.25
68,80,76,72,79,74,-6,0.75,2.25
69,78,75,75,72,80,-6,0.75,2.25
71,84,75,75,78,80,-6,0.75,2.25
72,84,75,75,78,74,-6,0.75,2.25
68,83,75,89,72,74,-6,0.75,2.25
71,83,75,87,72,76,-6,0.75,2.25
70,79,75,73,72,76,-6,0.75,2.25
70,76,75,72,72,76,-6,0.75,2.25
69,84,77,72,72,76,-6,0.75,2.25
69,80,75,75,77,79,-6,0.75,2.25
69,80,74,75,83,79,-6,0.75,2.25
71,78,74,72,80,75,-6,0.75,2.25
71,80,74,72,72,75,-6,0.75,2.25
69,77,74,73,79,75,-6,0.75,2.25
69,78,78,71,71,75,-6,0.75,2.25
70,78,76,72,72,76,-6,0.75,2.25
69,78,78,85,72,79,-6,0.75,2.25
69,83,75,75,72,79,-6,0.75,2.25
69,78,76,75,82,79,-6,0.75,2.25
68,78,77,91,82,79,-6,0.75,2.25
68,78,74,90,72,74,-6,0.75,2.25
68,79,74,87,72,74,-6,0.75,2.25
68,78,77,75,73,74,-6,0.75,2.25
69,78,74,75,81,77,-6,0.75,2.25
69,78,74,86,81,73,-6,0.75,2.25
69,78,74,86,72,73,-6,0.75,2.25
68,78,74,75,72,73,-6,0.75,2.25
69,78,74,76,79,73,-6,0.75,2.25
69,86,74,76,82,73,-6,0.75,2.25
69,79,74,76,81,73,-6,0.75,2.25
70,79,77,75,82,73,-6,0.75,2.25
70,83,75,88,77,74,-6,0.75,2.25
72,83,75,75,72,76,-6,0.75,2.25
68,83,74,75,72,76,-6,0.75,2.25
71,79,77,73,72,76,-6,0.75,2.25
67,79,77,75,72,76,-6,0.75,2.25
70,77,75,75,81,76,-6,0.75,2.25
69,78,75,72,81,76,-6,0.75,2.25
71,78,77,72,73,76,-6,0.75,2.25
68,83,77,76,73,74,-6,0.75,2.25
70,83,76,73,73,74,-6,0.75,2.25
70,79,77,73,78,74,-6,0.75,2.25
71,79,76,73,79,74,-6,0.75,2.25
71,79,76,73,72,75,-6,0.75,2.25
71,78,76,73,76,74,-6,0.75,2.25
69,78,76,75,73,74,-6,0.75,2.25
69,78,74,75,76,80,-6,0.75,2.25
68,81,76,85,79,78,-6,0.75,2.25
69,76,76,85,72,78,-6,0.75,2.25
70,81,75,72,83,78,-6,0.75,2.25
69,82,76,74,72,78,-6,0.75,2.25
69,90,74,74,81,74,-6,0.75,2.25
70,83,77,72,81,74,-6,0.75,2.25
69,82,75,72,81,74,-6,0.75,2.25
69,78,75,72,84,73,-6,0.75,2.25
70,78,75,89,84,74,-6,0.75,2.25
70,84,77,75,82,74,-6,0.75,2.25
70,84,74,88,83,75,-6,0.75,2.25
69,77,74,88,83,75,-6,0.75,2.25
69,77,78,71,82,75,-6,0.75,2.25
69,84,78,71,81,75,-6,0.75,2.25
69,79,78,71,82,74,-6,0.75,2.25
69,77,77,73,79,74,-6,0.75,2.25
69,77,76,75,79,74,-6,0.75,2.25
69,77,76,88,77,76,-6,0.75,2.25
71,77,74,88,79,74,-6,0.75,2.25
71,80,74,72,79,76,-6,0.75,2.25
69,78,77,72,72,76,-6,0.75,2.25
70,77,77,75,78,77,-6,0.75,2.25
70,83,75,75,78,73,-6,0.75,2.25
69,83,76,75,78,73,-6,0.75,2.25
69,77,77,75,73,73,-6,0.75,2.25
69,85,77,86,73,73,-6,0.75,2.25
68,83,76,75,77,77,-6,0.75,2.25
68,79,77,75,78,78,-6,0.75,2.25
68,78,77,75,78,78,-6,0.75,2.25
69,78,77,75,72,78,-6,0.75,2.25
69,83,77,75,72,77,-6,0.75,2.25
69,79,77,75,72,76,-6,0.75,2.25
72,84,77,86,72,74,-6,0.75,2.25
68,84,77,86,77,76,-6,0.75,2.25
71,79,75,75,73,76,-6,0.75,2.25
68,86,75,72,81,76,-6,0.75,2.25
68,79,75,72,72,78,-6,0.75,2.25
68,78,74,76,72,73,-6,0.75,2.25
68,78,77,76,72,73,-6,0.75,2.25
68,80,77,76,77,76,-6,0.75,2.25
68,78,77,86,72,76,-6,0.75,2.25
67,84,74,73,79,78,-6,0.75,2.25
71,84,75,73,78,78,-6,0.75,2.25
71,84,74,72,72,78,-6,0.75,2.25
69,83,75,72,72,76,-6,0.75,2.25
69,83,77,75,77,76,-6,0.75,2.25
