RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,TxPower,xRegression,yRegression
75,84,69,82,85,82,-6,3.75,0.75
75,84,70,82,85,81,-6,3.75,0.75
74,78,68,87,93,81,-6,3.75,0.75
70,78,70,87,87,81,-6,3.75,0.75
73,77,70,84,91,86,-6,3.75,0.75
68,82,68,75,88,82,-6,3.75,0.75
72,78,68,75,200,84,-6,5.25,0.75
69,69,68,75,89,89,-6,5.25,0.75
69,69,61,83,89,85,-6,5.25,0.75
80,70,71,83,89,91,-6,5.25,0.75
75,76,67,71,92,87,-6,5.25,0.75
75,71,70,71,85,87,-6,5.25,0.75
71,71,70,85,86,87,-6,5.25,0.75
74,74,70,70,81,82,-6,5.25,0.75
73,74,68,72,90,83,-6,5.25,0.75
72,80,76,83,88,200,-6,6.75,0.75
64,78,69,78,88,79,-6,6.75,0.75
64,76,69,78,88,79,-6,6.75,0.75
64,76,70,85,88,79,-6,6.75,0.75
72,76,70,85,88,85,-6,6.75,0.75
75,76,70,82,88,90,-6,6.75,0.75
75,77,76,82,88,79,-6,6.75,0.75
75,76,70,81,90,87,-6,6.75,0.75
75,76,69,82,91,79,-6,6.75,0.75
75,77,69,82,91,88,-6,6.75,0.75
73,78,69,82,91,88,-6,6.75,0.75
64,67,84,87,91,89,-6,8.25,0.75
62,67,84,88,91,82,-6,8.25,0.75
64,76,88,85,91,90,-6,8.25,0.75
64,76,83,85,91,88,-6,8.25,0.75
65,76,85,86,90,82,-6,8.25,0.75
65,68,85,83,90,87,-6,8.25,0.75
65,69,87,83,90,87,-6,8.25,0.75
65,66,86,83,91,87,-6,8.25,0.75
65,66,87,83,90,82,-6,8.25,0.75
65,76,85,82,90,86,-6,8.25,0.75
62,73,90,200,92,200,-6,9.75,0.75
62,82,90,89,92,200,-6,9.75,0.75
62,73,88,90,92,92,-6,9.75,0.75
62,72,84,88,92,92,-6,9.75,0.75
63,73,88,83,92,92,-6,9.75,0.75
68,83,88,87,92,89,-6,9.75,0.75
62,73,90,86,92,90,-6,9.75,0.75
63,73,91,87,92,90,-6,9.75,0.75
63,73,85,87,92,90,-6,9.75,0.75
62,73,88,84,92,91,-6,9.75,0.75
62,73,83,83,92,90,-6,9.75,0.75
63,73,90,87,92,90,-6,9.75,0.75
61,79,86,84,92,89,-6,11.25,0.75
61,73,89,89,92,91,-6,11.25,0.75
59,83,88,89,92,91,-6,11.25,0.75
61,77,88,90,92,91,-6,11.25,0.75
61,77,87,90,92,91,-6,11.25,0.75
60,77,90,87,92,91,-6,11.25,0.75
60,76,90,87,93,91,-6,11.25,0.75
67,73,200,75,85,200,-6,11.25,3.75
63,79,200,80,85,84,-6,11.25,3.75
64,79,84,79,85,85,-6,11.25,3.75
63,74,84,77,84,83,-6,11.25,3.75
68,74,85,79,79,85,-6,11.25,3.75
67,74,85,76,82,90,-6,11.25,3.75
68,74,86,80,81,84,-6,11.25,3.75
66,78,86,78,87,84,-6,11.25,3.75
65,78,86,78,80,84,-6,11.25,3.75
65,78,83,79,80,82,-6,11.25,3.75
65,81,83,79,90,84,-6,11.25,3.75
65,77,82,74,84,84,-6,11.25,3.75
65,77,82,75,85,85,-6,11.25,3.75
63,74,82,75,84,84,-6,11.25,3.75
63,75,85,78,80,83,-6,11.25,3.75
65,68,83,76,85,89,-6,9.75,3.75
61,65,83,77,90,91,-6,9.75,3.75
60,67,81,83,88,90,-6,9.75,3.75
60,67,75,78,87,90,-6,9.75,3.75
64,67,81,83,87,90,-6,9.75,3.75
67,67,81,77,88,90,-6,9.75,3.75
70,69,88,74,82,88,-6,8.25,3.75
71,68,76,74,89,88,-6,8.25,3.75
74,68,84,74,89,88,-6,8.25,3.75
74,68,87,81,86,88,-6,8.25,3.75
73,73,86,79,83,88,-6,8.25,3.75
78,69,86,74,83,82,-6,8.25,3.75
78,69,82,78,83,87,-6,8.25,3.75
70,69,76,86,83,85,-6,8.25,3.75
70,69,76,83,89,89,-6,8.25,3.75
71,70,80,80,89,89,-6,8.25,3.75
75,80,79,75,83,77,-6,6.75,3.75
74,74,81,77,90,79,-6,6.75,3.75
74,71,81,89,90,82,-6,6.75,3.75
73,81,86,83,90,80,-6,6.75,3.75
77,84,86,77,90,77,-6,6.75,3.75
84,79,79,77,90,78,-6,6.75,3.75
79,81,79,77,89,80,-6,6.75,3.75
79,83,79,77,81,81,-6,6.75,3.75
75,82,80,87,81,79,-6,6.75,3.75
78,82,89,82,81,77,-6,6.75,3.75
81,83,80,80,79,81,-6,5.25,3.75
75,80,80,79,79,84,-6,5.25,3.75
75,80,80,77,79,81,-6,5.25,3.75
79,79,91,84,73,86,-6,5.25,3.75
79,81,84,83,73,85,-6,5.25,3.75
79,81,84,84,81,75,-6,5.25,3.75
78,81,84,84,81,83,-6,5.25,3.75
78,89,84,83,74,83,-6,5.25,3.75
78,81,78,79,80,83,-6,5.25,3.75
79,85,80,77,73,200,-6,3.75,3.75
79,84,86,77,80,200,-6,3.75,3.75
75,78,87,77,80,200,-6,3.75,3.75
78,78,85,73,80,69,-6,3.75,3.75
76,83,81,75,80,74,-6,3.75,3.75
77,79,87,77,80,74,-6,3.75,3.75
77,81,85,77,80,73,-6,3.75,3.75
79,83,86,77,80,72,-6,3.75,3.75
77,84,86,76,72,72,-6,3.75,3.75
75,79,80,77,78,84,-6,2.25,2.25
79,80,79,82,87,79,-6,2.25,2.25
73,77,79,80,83,80,-6,2.25,2.25
80,79,83,81,89,80,-6,2.25,2.25
82,77,81,79,89,80,-6,2.25,2.25
82,77,80,79,83,80,-6,2.25,2.25
75,80,85,75,83,80,-6,2.25,2.25
81,77,85,80,82,80,-6,2.25,2.25
83,80,80,78,87,80,-6,2.25,2.25
67,74,77,82,75,83,-6,3.75,2.25
67,71,75,74,75,83,-6,3.75,2.25
67,71,76,73,75,80,-6,3.75,2.25
67,77,75,80,77,92,-6,3.75,2.25
69,77,81,76,74,92,-6,3.75,2.25
70,78,80,75,74,81,-6,3.75,2.25
70,78,78,73,76,81,-6,3.75,2.25
70,70,73,74,75,91,-6,3.75,2.25
69,70,77,72,74,82,-6,3.75,2.25
79,73,80,83,81,84,-6,5.25,2.25
68,70,80,78,79,84,-6,5.25,2.25
76,70,71,79,84,84,-6,5.25,2.25
69,76,72,79,83,84,-6,5.25,2.25
69,75,67,79,81,82,-6,5.25,2.25
69,74,70,80,85,82,-6,5.25,2.25
79,76,66,75,85,84,-6,5.25,2.25
79,78,67,79,81,83,-6,5.25,2.25
69,70,67,80,81,91,-6,5.25,2.25
72,71,66,75,88,88,-6,6.75,2.25
72,77,66,75,86,90,-6,6.75,2.25
72,77,65,76,87,90,-6,6.75,2.25
67,77,67,75,91,90,-6,6.75,2.25
67,71,65,84,87,91,-6,6.75,2.25
70,75,68,87,88,87,-6,6.75,2.25
75,70,64,84,88,87,-6,6.75,2.25
71,76,66,85,86,91,-6,6.75,2.25
69,72,81,86,86,89,-6,8.25,2.25
77,72,81,85,83,87,-6,8.25,2.25
73,72,80,85,86,87,-6,8.25,2.25
75,72,80,86,86,87,-6,8.25,2.25
71,72,86,85,84,88,-6,8.25,2.25
61,67,79,81,90,94,-6,9.75,0.75
61,70,88,82,88,91,-6,9.75,0.75
80,67,87,80,84,91,-6,9.75,0.75
66,68,78,80,84,91,-6,9.75,0.75
66,68,78,80,84,91,-6,9.75,0.75
62,67,76,80,90,91,-6,9.75,0.75
84,67,86,89,87,91,-6,9.75,0.75
83,68,87,81,88,91,-6,9.75,0.75
83,68,87,88,88,91,-6,9.75,0.75
65,68,75,88,89,91,-6,9.75,0.75
62,68,75,81,86,91,-6,9.75,0.75
62,68,87,81,86,91,-6,9.75,0.75
61,75,78,84,88,92,-6,11.25,0.75
71,72,79,87,89,92,-6,11.25,0.75
62,72,79,87,89,92,-6,11.25,0.75
69,75,85,87,88,92,-6,11.25,0.75
61,72,85,84,91,92,-6,11.25,0.75
71,75,79,83,89,92,-6,11.25,0.75
62,75,81,84,89,92,-6,11.25,0.75
62,74,84,82,92,92,-6,11.25,0.75
69,74,79,82,92,92,-6,11.25,0.75
61,72,82,87,90,92,-6,11.25,0.75
61,73,82,85,90,92,-6,11.25,0.75
