RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,TxPower,xRegressionn,yRegression
74,76,72,75,86,86,-7,6.75,0.75
74,72,71,75,86,86,-7,6.75,0.75
74,72,72,76,86,86,-7,6.75,0.75
70,72,75,74,86,86,-7,6.75,0.75
73,72,72,74,88,82,-7,6.75,0.75
76,75,72,74,88,86,-7,6.75,0.75
76,75,75,75,87,86,-7,6.75,0.75
76,75,71,74,87,86,-7,6.75,0.75
76,75,71,74,91,86,-7,6.75,0.75
77,76,71,75,84,81,-7,6.75,0.75
73,76,72,75,87,79,-7,6.75,0.75
73,76,72,73,87,79,-7,6.75,0.75
73,87,71,73,84,83,-7,6.75,0.75
87,87,73,74,84,83,-7,6.75,0.75
87,88,72,75,84,84,-7,6.75,0.75
79,75,72,75,84,84,-7,6.75,0.75
74,72,75,75,83,80,-7,6.75,0.75
80,72,75,75,83,80,-7,6.75,0.75
73,72,75,74,83,79,-7,6.75,0.75
77,88,71,74,87,79,-7,6.75,0.75
77,87,71,74,85,79,-7,6.75,0.75
71,87,75,74,85,79,-7,6.75,0.75
71,88,72,75,85,79,-7,6.75,0.75
71,71,72,75,83,79,-7,6.75,0.75
78,71,71,75,84,79,-7,6.75,0.75
81,76,73,74,84,83,-7,6.75,0.75
74,72,71,74,86,81,-7,6.75,0.75
74,82,76,74,86,80,-7,6.75,0.75
75,71,76,75,91,80,-7,6.75,0.75
75,75,72,74,91,84,-7,6.75,0.75
76,74,72,74,91,84,-7,6.75,0.75
76,74,72,74,91,84,-7,6.75,0.75
76,72,75,74,91,84,-7,6.75,0.75
81,76,72,75,87,84,-7,6.75,0.75
76,76,72,74,90,83,-7,6.75,0.75
76,76,76,74,90,83,-7,6.75,0.75
83,76,75,74,89,85,-7,6.75,0.75
83,75,75,74,89,85,-7,6.75,0.75
77,72,75,74,89,85,-7,6.75,0.75
77,74,73,75,85,86,-7,6.75,0.75
71,72,75,75,85,85,-7,6.75,0.75
77,75,75,75,85,90,-7,6.75,0.75
77,75,72,74,89,84,-7,6.75,0.75
77,75,72,87,89,84,-7,6.75,0.75
75,75,70,87,87,87,-7,6.75,0.75
79,91,73,74,91,84,-7,6.75,0.75
75,71,73,74,91,87,-7,6.75,0.75
72,71,74,74,91,80,-7,6.75,0.75
75,74,74,73,91,80,-7,6.75,0.75
75,74,71,73,91,80,-7,6.75,0.75
75,85,71,73,86,82,-7,6.75,0.75
75,85,71,73,84,78,-7,6.75,0.75
76,77,71,75,85,76,-7,6.75,0.75
71,77,70,76,85,76,-7,6.75,0.75
78,86,74,75,90,82,-7,6.75,0.75
78,86,71,76,87,82,-7,6.75,0.75
80,72,71,76,88,81,-7,6.75,0.75
73,72,73,74,89,82,-7,6.75,0.75
74,72,73,74,85,83,-7,6.75,0.75
74,72,72,74,85,83,-7,6.75,0.75
74,72,72,74,85,83,-7,6.75,0.75
74,72,72,74,85,83,-7,6.75,0.75
74,72,71,74,84,83,-7,6.75,0.75
77,72,71,75,84,78,-7,6.75,0.75
79,71,71,87,84,80,-7,6.75,0.75
79,72,71,78,86,80,-7,6.75,0.75
72,71,71,78,86,80,-7,6.75,0.75
72,90,72,75,86,81,-7,6.75,0.75
77,75,72,75,87,84,-7,6.75,0.75
75,88,75,75,88,80,-7,6.75,0.75
82,88,75,75,86,80,-7,6.75,0.75
82,76,75,75,86,80,-7,6.75,0.75
81,76,73,75,87,79,-7,6.75,0.75
77,76,71,75,85,79,-7,6.75,0.75
81,75,71,74,85,87,-7,6.75,0.75
78,86,72,74,91,87,-7,6.75,0.75
74,75,71,75,91,87,-7,6.75,0.75
74,75,72,75,87,87,-7,6.75,0.75
81,91,72,75,87,79,-7,6.75,0.75
79,90,75,75,92,79,-7,6.75,0.75
78,75,75,74,92,82,-7,6.75,0.75
75,75,71,75,92,82,-7,6.75,0.75
74,72,73,74,89,82,-7,6.75,0.75
74,72,75,75,85,83,-7,6.75,0.75
76,72,72,75,85,83,-7,6.75,0.75
82,87,76,75,86,83,-7,6.75,0.75
70,87,71,75,89,86,-7,6.75,0.75
70,76,71,74,90,86,-7,6.75,0.75
81,71,71,74,90,85,-7,6.75,0.75
81,71,74,74,89,79,-7,6.75,0.75
81,75,73,74,89,79,-7,6.75,0.75
81,75,73,90,89,83,-7,6.75,0.75
81,75,73,74,89,78,-7,6.75,0.75
81,75,73,74,89,78,-7,6.75,0.75
78,72,71,74,89,78,-7,6.75,0.75
78,87,73,74,90,78,-7,6.75,0.75
78,88,73,74,86,78,-7,6.75,0.75
83,88,73,74,89,87,-7,6.75,0.75
72,75,71,74,85,86,-7,6.75,0.75
82,75,71,88,85,86,-7,6.75,0.75
82,75,75,75,88,86,-7,6.75,0.75
73,87,72,76,88,82,-7,6.75,0.75
80,86,74,76,88,82,-7,6.75,0.75
78,74,75,76,88,82,-7,6.75,0.75
78,75,71,76,88,78,-7,6.75,0.75
79,75,73,74,90,79,-7,6.75,0.75
74,72,72,74,85,78,-7,6.75,0.75
81,72,72,89,88,83,-7,6.75,0.75
81,72,75,74,85,83,-7,6.75,0.75
81,72,71,74,87,83,-7,6.75,0.75
81,72,70,75,85,83,-7,6.75,0.75
78,74,72,75,85,80,-7,6.75,0.75
76,74,72,75,85,82,-7,6.75,0.75
76,74,73,75,86,85,-7,6.75,0.75
79,74,73,74,86,85,-7,6.75,0.75
83,72,73,74,85,85,-7,6.75,0.75
74,73,72,76,87,83,-7,6.75,0.75
77,73,73,76,87,86,-7,6.75,0.75
79,73,73,74,86,86,-7,6.75,0.75
72,73,70,75,85,82,-7,6.75,0.75
74,76,71,74,85,82,-7,6.75,0.75
74,76,72,74,85,78,-7,6.75,0.75
74,75,71,74,87,78,-7,6.75,0.75
73,75,72,75,87,86,-7,6.75,0.75
78,75,75,76,86,79,-7,6.75,0.75
78,72,75,76,86,79,-7,6.75,0.75
76,72,75,75,87,88,-7,6.75,0.75
76,72,75,75,87,86,-7,6.75,0.75
76,72,75,75,85,81,-7,6.75,0.75
76,72,75,75,85,81,-7,6.75,0.75
76,90,75,75,85,83,-7,6.75,0.75
80,87,72,75,85,85,-7,6.75,0.75
78,72,72,75,89,85,-7,6.75,0.75
75,72,72,76,89,85,-7,6.75,0.75
72,75,71,76,84,85,-7,6.75,0.75
72,72,71,76,84,85,-7,6.75,0.75
82,72,73,76,84,85,-7,6.75,0.75
72,72,71,74,86,88,-7,6.75,0.75
78,87,75,74,88,84,-7,6.75,0.75
84,72,71,75,87,85,-7,6.75,0.75
71,72,75,75,87,84,-7,6.75,0.75
75,72,73,75,87,84,-7,6.75,0.75
75,72,73,75,87,84,-7,6.75,0.75
82,76,72,74,87,88,-7,6.75,0.75
79,74,72,74,87,85,-7,6.75,0.75
77,75,72,74,87,80,-7,6.75,0.75
72,75,73,75,89,80,-7,6.75,0.75
72,72,72,76,84,80,-7,6.75,0.75
82,72,72,76,84,80,-7,6.75,0.75
72,87,73,74,85,82,-7,6.75,0.75
77,88,73,74,85,86,-7,6.75,0.75
77,88,71,74,86,86,-7,6.75,0.75
79,88,71,74,86,80,-7,6.75,0.75
82,89,71,75,85,80,-7,6.75,0.75
75,89,71,75,85,80,-7,6.75,0.75
81,89,75,75,84,82,-7,6.75,0.75
77,85,72,75,83,85,-7,6.75,0.75
84,77,72,74,86,79,-7,6.75,0.75
84,77,71,74,86,79,-7,6.75,0.75
75,71,71,74,86,79,-7,6.75,0.75
82,76,72,74,87,83,-7,6.75,0.75
82,76,75,74,88,79,-7,6.75,0.75
78,76,73,74,88,87,-7,6.75,0.75
81,76,71,75,88,87,-7,6.75,0.75
81,76,73,74,88,87,-7,6.75,0.75
81,75,73,74,88,87,-7,6.75,0.75
81,75,73,75,86,87,-7,6.75,0.75
81,75,73,75,86,85,-7,6.75,0.75
74,91,73,75,86,85,-7,6.75,0.75
74,91,75,75,86,85,-7,6.75,0.75
76,91,75,75,85,89,-7,6.75,0.75
76,91,75,75,86,81,-7,6.75,0.75
78,86,75,75,86,81,-7,6.75,0.75
78,86,75,75,86,82,-7,6.75,0.75
71,86,73,75,89,84,-7,6.75,0.75
75,86,73,74,89,89,-7,6.75,0.75
80,87,72,75,92,89,-7,6.75,0.75
74,90,72,75,92,84,-7,6.75,0.75
84,74,71,74,92,84,-7,6.75,0.75
84,76,71,74,87,84,-7,6.75,0.75
77,75,73,75,83,84,-7,6.75,0.75
82,91,72,75,84,84,-7,6.75,0.75
79,72,72,75,84,84,-7,6.75,0.75
79,71,70,74,84,82,-7,6.75,0.75
86,71,73,75,88,88,-7,6.75,0.75
79,71,73,78,88,88,-7,6.75,0.75
77,76,71,78,88,82,-7,6.75,0.75
77,74,72,75,83,80,-7,6.75,0.75
75,72,72,75,86,84,-7,6.75,0.75
75,72,74,75,86,79,-7,6.75,0.75
75,72,72,73,90,79,-7,6.75,0.75
85,88,75,74,84,79,-7,6.75,0.75
73,71,71,74,90,79,-7,6.75,0.75
77,75,71,74,90,79,-7,6.75,0.75
75,75,71,75,85,87,-7,6.75,0.75
77,75,73,75,85,79,-7,6.75,0.75
83,72,73,75,87,79,-7,6.75,0.75
74,87,75,75,87,84,-7,6.75,0.75
74,72,72,75,87,84,-7,6.75,0.75
81,76,72,74,91,83,-7,6.75,0.75
79,89,75,75,91,86,-7,6.75,0.75
79,72,73,74,91,86,-7,6.75,0.75
75,72,73,74,87,86,-7,6.75,0.75
82,72,71,74,87,80,-7,6.75,0.75
82,75,72,74,88,80,-7,6.75,0.75
78,75,71,75,88,80,-7,6.75,0.75
81,75,75,74,88,82,-7,6.75,0.75
76,75,76,73,84,84,-7,6.75,0.75
71,75,73,73,88,84,-7,6.75,0.75
77,75,71,75,85,84,-7,6.75,0.75
77,75,71,75,84,80,-7,6.75,0.75
77,75,71,75,91,78,-7,6.75,0.75
77,89,75,76,91,78,-7,6.75,0.75
71,89,75,74,91,79,-7,6.75,0.75
71,89,72,75,91,79,-7,6.75,0.75
73,72,71,75,81,84,-7,6.75,0.75
80,86,71,75,81,84,-7,6.75,0.75
80,81,75,75,81,86,-7,6.75,0.75
77,72,72,73,87,80,-7,6.75,0.75
77,76,73,73,92,80,-7,6.75,0.75
76,75,71,74,85,83,-7,6.75,0.75
79,75,71,75,89,83,-7,6.75,0.75
80,75,71,75,90,86,-7,6.75,0.75
79,75,76,74,90,78,-7,6.75,0.75
79,71,72,74,87,78,-7,6.75,0.75
76,74,74,75,87,78,-7,6.75,0.75
76,73,74,75,87,78,-7,6.75,0.75
76,73,74,75,87,85,-7,6.75,0.75
76,73,74,74,87,85,-7,6.75,0.75
78,71,73,73,87,85,-7,6.75,0.75
73,71,72,73,89,79,-7,6.75,0.75
73,71,72,73,89,79,-7,6.75,0.75
82,88,72,76,91,90,-7,6.75,0.75
82,88,72,76,91,80,-7,6.75,0.75
74,82,72,76,91,84,-7,6.75,0.75
73,83,73,75,89,84,-7,6.75,0.75
73,72,73,75,86,84,-7,6.75,0.75
72,72,73,75,81,84,-7,6.75,0.75
79,72,73,75,81,84,-7,6.75,0.75
79,75,73,89,90,83,-7,6.75,0.75
78,75,73,89,87,88,-7,6.75,0.75
78,75,71,89,87,81,-7,6.75,0.75
79,72,73,75,88,85,-7,6.75,0.75
79,72,71,75,88,85,-7,6.75,0.75
79,87,75,75,88,85,-7,6.75,0.75
79,87,75,75,88,85,-7,6.75,0.75
73,75,72,74,88,85,-7,6.75,0.75
73,75,72,75,88,84,-7,6.75,0.75
77,72,75,75,88,84,-7,6.75,0.75
77,74,70,75,87,84,-7,6.75,0.75
79,75,71,75,85,84,-7,6.75,0.75
74,83,72,75,82,86,-7,6.75,0.75
74,78,72,75,91,86,-7,6.75,0.75
74,72,70,75,88,86,-7,6.75,0.75
74,76,75,75,85,86,-7,6.75,0.75
74,73,72,75,82,81,-7,6.75,0.75
74,72,72,75,82,81,-7,6.75,0.75
74,75,75,75,82,81,-7,6.75,0.75
79,72,71,75,82,87,-7,6.75,0.75
79,72,71,75,82,87,-7,6.75,0.75
79,88,72,74,84,82,-7,6.75,0.75
79,88,71,74,88,82,-7,6.75,0.75
79,75,71,75,89,79,-7,6.75,0.75
73,75,73,75,91,79,-7,6.75,0.75
75,75,73,75,84,79,-7,6.75,0.75
71,88,75,75,85,79,-7,6.75,0.75
70,76,75,75,86,82,-7,6.75,0.75
78,75,71,75,86,82,-7,6.75,0.75
73,74,71,88,86,79,-7,6.75,0.75
77,74,73,76,86,79,-7,6.75,0.75
77,74,72,76,86,79,-7,6.75,0.75
79,88,71,76,86,86,-7,6.75,0.75
76,74,71,76,86,86,-7,6.75,0.75
76,73,74,74,85,86,-7,6.75,0.75
79,70,73,74,85,79,-7,6.75,0.75
75,70,73,74,88,79,-7,6.75,0.75
75,70,70,90,90,79,-7,6.75,0.75
75,70,70,87,89,83,-7,6.75,0.75
75,74,70,76,89,86,-7,6.75,0.75
75,74,70,74,89,79,-7,6.75,0.75
81,73,72,74,89,79,-7,6.75,0.75
76,73,72,75,81,79,-7,6.75,0.75
71,76,71,75,81,79,-7,6.75,0.75
76,76,74,79,90,78,-7,6.75,0.75
76,74,71,79,90,80,-7,6.75,0.75
83,73,71,79,87,80,-7,6.75,0.75
74,73,76,74,86,84,-7,6.75,0.75
74,79,73,74,87,84,-7,6.75,0.75
75,79,73,75,85,84,-7,6.75,0.75
75,79,72,75,85,84,-7,6.75,0.75
80,85,73,75,87,85,-7,6.75,0.75
73,85,73,74,87,85,-7,6.75,0.75
76,76,73,75,90,82,-7,6.75,0.75
76,76,75,74,90,82,-7,6.75,0.75
75,75,71,74,90,82,-7,6.75,0.75
75,75,71,74,88,83,-7,6.75,0.75
75,75,70,75,88,87,-7,6.75,0.75
75,75,72,75,90,82,-7,6.75,0.75
73,71,73,75,91,85,-7,6.75,0.75
73,75,73,76,91,79,-7,6.75,0.75
73,75,71,75,84,79,-7,6.75,0.75
74,75,76,75,91,80,-7,6.75,0.75
74,75,73,75,91,79,-7,6.75,0.75
78,72,70,75,85,80,-7,6.75,0.75
73,84,74,88,200,81,-7,6.75,2.25
87,84,73,88,78,81,-7,6.75,2.25
71,84,82,75,85,80,-7,6.75,2.25
71,74,82,75,77,80,-7,6.75,2.25
78,75,83,75,85,80,-7,6.75,2.25
71,75,82,76,81,80,-7,6.75,2.25
76,75,82,77,81,81,-7,6.75,2.25
76,81,81,77,81,85,-7,6.75,2.25
76,80,86,77,80,89,-7,6.75,2.25
80,75,84,76,80,80,-7,6.75,2.25
73,75,81,76,80,79,-7,6.75,2.25
73,75,82,76,81,78,-7,6.75,2.25
79,75,81,76,81,78,-7,6.75,2.25
74,75,81,76,82,81,-7,6.75,2.25
74,75,81,77,82,81,-7,6.75,2.25
77,75,81,80,84,79,-7,6.75,2.25
71,83,81,78,79,79,-7,6.75,2.25
77,75,81,76,79,82,-7,6.75,2.25
71,81,80,76,81,80,-7,6.75,2.25
71,76,80,76,82,80,-7,6.75,2.25
71,82,82,77,83,80,-7,6.75,2.25
76,74,82,77,79,81,-7,6.75,2.25
76,82,81,77,79,84,-7,6.75,2.25
72,82,86,82,79,84,-7,6.75,2.25
75,82,86,82,79,85,-7,6.75,2.25
75,75,86,82,83,79,-7,6.75,2.25
82,83,80,82,83,79,-7,6.75,2.25
82,80,81,75,83,79,-7,6.75,2.25
74,76,81,76,83,81,-7,6.75,2.25
71,76,79,77,83,81,-7,6.75,2.25
83,81,83,79,81,85,-7,6.75,2.25
73,81,80,76,83,80,-7,6.75,2.25
70,77,80,76,82,80,-7,6.75,2.25
75,73,84,76,82,88,-7,6.75,2.25
74,73,84,82,83,88,-7,6.75,2.25
74,73,81,76,83,88,-7,6.75,2.25
74,73,81,76,83,78,-7,6.75,2.25
76,75,81,77,83,86,-7,6.75,2.25
81,76,81,77,81,86,-7,6.75,2.25
74,76,81,77,82,86,-7,6.75,2.25
79,82,82,80,83,79,-7,6.75,2.25
79,74,81,82,84,79,-7,6.75,2.25
79,82,83,82,81,79,-7,6.75,2.25
72,76,82,79,81,82,-7,6.75,2.25
82,75,82,76,80,80,-7,6.75,2.25
80,76,81,76,80,86,-7,6.75,2.25
80,76,81,76,81,82,-7,6.75,2.25
78,81,82,76,81,82,-7,6.75,2.25
78,81,82,78,80,83,-7,6.75,2.25
78,75,82,78,83,83,-7,6.75,2.25
82,75,83,78,81,83,-7,6.75,2.25
79,81,88,80,80,79,-7,6.75,2.25
79,81,84,80,83,82,-7,6.75,2.25
76,82,83,80,85,82,-7,6.75,2.25
76,82,83,78,85,82,-7,6.75,2.25
76,82,82,78,81,82,-7,6.75,2.25
72,82,80,78,81,82,-7,6.75,2.25
72,82,82,78,80,86,-7,6.75,2.25
72,75,80,78,80,81,-7,6.75,2.25
73,81,80,80,80,81,-7,6.75,2.25
73,75,80,76,80,80,-7,6.75,2.25
72,81,79,76,80,80,-7,6.75,2.25
72,75,83,76,80,80,-7,6.75,2.25
72,75,83,80,83,80,-7,6.75,2.25
72,75,83,77,83,80,-7,6.75,2.25
74,76,86,77,83,80,-7,6.75,2.25
85,80,80,77,83,81,-7,6.75,2.25
74,77,79,81,80,81,-7,6.75,2.25
74,77,78,81,80,81,-7,6.75,2.25
74,79,78,81,80,82,-7,6.75,2.25
71,79,83,81,83,82,-7,6.75,2.25
71,79,83,76,83,81,-7,6.75,2.25
71,79,83,80,84,81,-7,6.75,2.25
73,75,85,80,79,81,-7,6.75,2.25
73,75,85,76,80,81,-7,6.75,2.25
77,81,82,76,83,80,-7,6.75,2.25
75,80,87,76,80,81,-7,6.75,2.25
75,80,82,78,81,87,-7,6.75,2.25
79,80,82,80,78,82,-7,6.75,2.25
79,74,81,78,81,82,-7,6.75,2.25
79,81,81,76,84,82,-7,6.75,2.25
82,81,86,81,82,82,-7,6.75,2.25
82,75,82,81,82,82,-7,6.75,2.25
74,75,82,80,83,82,-7,6.75,2.25
74,75,85,80,83,82,-7,6.75,2.25
84,75,85,78,84,82,-7,6.75,2.25
76,75,79,78,84,83,-7,6.75,2.25
82,81,79,78,82,83,-7,6.75,2.25
69,81,82,78,83,83,-7,6.75,2.25
82,75,76,81,83,83,-7,6.75,2.25
82,72,76,81,83,79,-7,6.75,2.25
76,79,81,81,84,79,-7,6.75,2.25
76,79,79,73,91,88,-7,6.75,2.25
76,72,79,84,84,86,-7,6.75,2.25
76,72,79,83,84,80,-7,6.75,2.25
79,72,77,77,85,87,-7,6.75,2.25
78,72,78,74,85,87,-7,6.75,2.25
75,72,77,84,84,84,-7,6.75,2.25
75,72,77,84,84,79,-7,6.75,2.25
69,72,77,84,84,79,-7,6.75,2.25
77,72,79,77,84,79,-7,6.75,2.25
77,72,79,83,84,83,-7,6.75,2.25
73,72,79,73,90,83,-7,6.75,2.25
73,76,79,73,90,80,-7,6.75,2.25
76,76,79,73,90,83,-7,6.75,2.25
67,80,79,73,90,79,-7,6.75,2.25
77,79,77,83,84,79,-7,6.75,2.25
82,72,77,83,84,84,-7,6.75,2.25
82,72,79,77,84,79,-7,6.75,2.25
79,81,79,77,84,83,-7,6.75,2.25
79,81,80,77,92,88,-7,6.75,2.25
79,72,78,73,92,82,-7,6.75,2.25
79,80,76,82,85,81,-7,6.75,2.25
79,80,78,83,85,88,-7,6.75,2.25
72,79,81,83,85,80,-7,6.75,2.25
78,79,81,73,85,90,-7,6.75,2.25
78,79,76,77,85,86,-7,6.75,2.25
77,79,76,83,90,81,-7,6.75,2.25
77,72,78,74,89,83,-7,6.75,2.25
74,72,78,74,85,80,-7,6.75,2.25
77,72,78,73,85,80,-7,6.75,2.25
76,76,78,73,85,80,-7,6.75,2.25
71,79,78,73,85,80,-7,6.75,2.25
71,80,77,83,84,80,-7,6.75,2.25
71,79,77,83,84,80,-7,6.75,2.25
76,72,77,74,91,80,-7,6.75,2.25
74,72,77,73,91,79,-7,6.75,2.25
77,79,81,77,85,87,-7,6.75,2.25
75,76,77,77,85,80,-7,6.75,2.25
68,80,80,83,85,87,-7,6.75,2.25
68,76,77,77,85,84,-7,6.75,2.25
77,76,77,77,85,84,-7,6.75,2.25
71,81,76,82,85,81,-7,6.75,2.25
76,72,76,82,85,87,-7,6.75,2.25
76,72,77,83,85,78,-7,6.75,2.25
77,80,81,83,84,78,-7,6.75,2.25
77,83,78,74,85,78,-7,6.75,2.25
77,83,77,74,84,78,-7,6.75,2.25
80,76,80,74,89,82,-7,6.75,2.25
80,76,77,83,89,90,-7,6.75,2.25
80,72,77,83,85,81,-7,6.75,2.25
80,72,77,83,90,85,-7,6.75,2.25
69,81,77,73,90,85,-7,6.75,2.25
69,81,77,77,91,85,-7,6.75,2.25
69,76,77,77,91,82,-7,6.75,2.25
85,72,77,83,86,86,-7,6.75,2.25
85,80,76,77,90,86,-7,6.75,2.25
74,80,77,73,90,86,-7,6.75,2.25
74,80,76,77,85,80,-7,6.75,2.25
71,76,77,73,85,87,-7,6.75,2.25
71,80,77,73,84,88,-7,6.75,2.25
71,72,76,77,84,88,-7,6.75,2.25
78,72,76,73,91,83,-7,6.75,2.25
80,72,79,83,91,83,-7,6.75,2.25
80,72,77,83,91,83,-7,6.75,2.25
81,72,77,83,91,85,-7,6.75,2.25
81,76,77,85,91,85,-7,6.75,2.25
79,73,76,85,83,87,-7,6.75,2.25
79,73,76,83,83,87,-7,6.75,2.25
76,72,76,78,86,90,-7,6.75,2.25
78,78,76,78,84,90,-7,6.75,2.25
75,72,81,78,90,81,-7,6.75,2.25
75,81,77,83,84,81,-7,6.75,2.25
75,79,77,73,88,81,-7,6.75,2.25
75,76,77,84,83,81,-7,6.75,2.25
75,76,76,83,85,81,-7,6.75,2.25
72,76,80,77,85,81,-7,6.75,2.25
72,79,77,77,85,81,-7,6.75,2.25
72,79,77,77,84,89,-7,6.75,2.25
72,79,77,77,84,89,-7,6.75,2.25
72,79,77,77,84,89,-7,6.75,2.25
78,79,77,77,84,87,-7,6.75,2.25
80,72,77,77,85,83,-7,6.75,2.25
71,72,76,77,85,82,-7,6.75,2.25
71,76,76,77,85,82,-7,6.75,2.25
71,76,76,84,85,80,-7,6.75,2.25
71,79,76,77,85,79,-7,6.75,2.25
71,76,76,77,85,79,-7,6.75,2.25
71,76,76,77,91,79,-7,6.75,2.25
73,72,77,77,91,80,-7,6.75,2.25
80,80,77,77,85,84,-7,6.75,2.25
74,72,76,73,91,84,-7,6.75,2.25
71,76,77,73,85,80,-7,6.75,2.25
75,76,77,73,90,80,-7,6.75,2.25
75,76,77,84,90,82,-7,6.75,2.25
75,76,79,73,85,82,-7,6.75,2.25
72,76,77,73,85,82,-7,6.75,2.25
78,72,77,73,85,82,-7,6.75,2.25
71,72,81,73,85,79,-7,6.75,2.25
68,72,80,73,85,80,-7,6.75,2.25
71,79,77,77,85,80,-7,6.75,2.25
71,79,77,73,85,88,-7,6.75,2.25
79,80,76,84,90,88,-7,6.75,2.25
72,80,76,73,90,81,-7,6.75,2.25
81,80,76,73,90,81,-7,6.75,2.25
80,75,78,85,90,81,-7,6.75,2.25
76,71,78,73,90,80,-7,6.75,2.25
69,76,77,73,84,80,-7,6.75,2.25
69,76,77,84,84,83,-7,6.75,2.25
76,79,81,77,84,79,-7,6.75,2.25
77,79,76,73,84,79,-7,6.75,2.25
80,72,76,84,84,82,-7,6.75,2.25
80,80,76,84,84,81,-7,6.75,2.25
78,76,76,84,89,81,-7,6.75,2.25
73,80,79,73,89,81,-7,6.75,2.25
73,80,76,84,85,81,-7,6.75,2.25
78,79,76,84,84,82,-7,6.75,2.25
76,79,76,84,84,82,-7,6.75,2.25
80,79,80,84,83,82,-7,6.75,2.25
77,79,80,73,84,82,-7,6.75,2.25
81,76,80,84,84,82,-7,6.75,2.25
81,76,80,73,85,92,-7,6.75,2.25
76,76,80,73,85,92,-7,6.75,2.25
76,80,78,77,85,92,-7,6.75,2.25
77,76,77,77,85,81,-7,6.75,2.25
78,76,76,73,84,81,-7,6.75,2.25
78,76,77,73,84,89,-7,6.75,2.25
72,72,77,73,84,89,-7,6.75,2.25
80,72,77,85,88,89,-7,6.75,2.25
86,80,82,83,84,89,-7,6.75,2.25
86,80,76,84,84,79,-7,6.75,2.25
86,80,76,84,85,79,-7,6.75,2.25
86,80,76,83,85,79,-7,6.75,2.25
82,72,76,73,84,80,-7,6.75,2.25
82,76,76,73,84,80,-7,6.75,2.25
82,72,76,77,84,80,-7,6.75,2.25
76,72,77,84,84,78,-7,6.75,2.25
76,72,77,84,84,79,-7,6.75,2.25
76,72,77,77,84,79,-7,6.75,2.25
76,72,77,77,84,80,-7,6.75,2.25
80,79,77,77,84,80,-7,6.75,2.25
85,79,77,77,84,80,-7,6.75,2.25
73,72,76,83,84,80,-7,6.75,2.25
73,72,76,83,84,79,-7,6.75,2.25
73,72,76,77,84,79,-7,6.75,2.25
81,71,77,77,84,79,-7,6.75,2.25
78,71,78,77,84,79,-7,6.75,2.25
77,79,80,77,84,79,-7,6.75,2.25
69,76,81,83,83,81,-7,6.75,2.25
69,76,78,83,83,81,-7,6.75,2.25
78,79,81,84,84,81,-7,6.75,2.25
72,72,81,84,84,81,-7,6.75,2.25
77,72,81,77,84,81,-7,6.75,2.25
77,80,77,77,84,81,-7,6.75,2.25
77,80,76,73,84,85,-7,6.75,2.25
77,72,76,73,84,85,-7,6.75,2.25
77,76,77,76,84,81,-7,6.75,2.25
78,80,77,76,88,82,-7,6.75,2.25
70,80,77,83,88,82,-7,6.75,2.25
70,80,76,83,88,82,-7,6.75,2.25
70,80,76,73,88,81,-7,6.75,2.25
70,80,76,73,88,81,-7,6.75,2.25
70,80,76,73,88,79,-7,6.75,2.25
81,72,76,83,85,79,-7,6.75,2.25
69,75,76,77,85,79,-7,6.75,2.25
75,76,77,73,92,79,-7,6.75,2.25
75,72,77,73,89,80,-7,6.75,2.25
69,72,80,77,84,80,-7,6.75,2.25
76,77,76,77,87,78,-7,6.75,2.25
76,77,79,73,87,81,-7,6.75,2.25
76,84,76,73,88,81,-7,6.75,2.25
77,83,76,73,86,81,-7,6.75,2.25
76,83,76,73,86,81,-7,6.75,2.25
76,83,79,73,86,81,-7,6.75,2.25
76,72,78,73,86,79,-7,6.75,2.25
75,80,78,73,86,79,-7,6.75,2.25
73,79,80,83,86,86,-7,6.75,2.25
73,75,77,73,85,86,-7,6.75,2.25
73,80,77,73,85,81,-7,6.75,2.25
79,72,78,73,85,83,-7,6.75,2.25
72,72,78,77,92,80,-7,6.75,2.25
79,72,78,77,90,87,-7,6.75,2.25
79,72,78,78,90,87,-7,6.75,2.25
79,76,78,78,90,87,-7,6.75,2.25
75,76,76,73,90,79,-7,6.75,2.25
75,79,78,73,90,79,-7,6.75,2.25
75,76,77,73,86,87,-7,6.75,2.25
72,72,79,73,85,81,-7,6.75,2.25
72,81,79,73,85,81,-7,6.75,2.25
75,81,78,73,88,81,-7,6.75,2.25
75,73,79,73,88,81,-7,6.75,2.25
73,73,80,82,88,78,-7,6.75,2.25
73,73,77,77,86,81,-7,6.75,2.25
73,79,79,77,83,79,-7,6.75,2.25
71,77,78,77,86,79,-7,6.75,2.25
76,72,79,73,86,79,-7,6.75,2.25
68,75,79,73,87,79,-7,6.75,2.25
71,79,76,83,87,91,-7,6.75,2.25
76,72,77,83,82,79,-7,6.75,2.25
76,76,76,83,82,79,-7,6.75,2.25
81,76,80,78,86,80,-7,6.75,2.25
72,81,82,78,86,80,-7,6.75,2.25
75,81,81,72,86,80,-7,6.75,2.25
75,81,82,72,86,80,-7,6.75,2.25
75,81,77,77,86,79,-7,6.75,2.25
79,76,77,77,84,79,-7,6.75,2.25
79,72,77,73,88,82,-7,6.75,2.25
71,72,77,73,91,82,-7,6.75,2.25
73,81,77,73,88,81,-7,6.75,2.25
73,72,80,73,88,81,-7,6.75,2.25
73,76,77,73,90,80,-7,6.75,2.25
73,76,77,84,90,80,-7,6.75,2.25
