RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,TxPower,xRegressionn,yRegression
82,200,200,200,73,73,-7,0.75,0.75
78,200,79,78,75,73,-7,0.75,0.75
78,82,78,77,75,73,-7,0.75,0.75
79,79,78,77,66,75,-7,0.75,0.75
79,79,78,78,66,75,-7,0.75,0.75
83,78,76,78,66,89,-7,0.75,0.75
83,78,76,78,67,75,-7,0.75,0.75
78,83,77,78,66,74,-7,0.75,0.75
78,85,76,78,74,74,-7,0.75,0.75
78,85,76,78,66,74,-7,0.75,0.75
78,85,76,77,74,72,-7,0.75,0.75
83,78,76,77,74,87,-7,0.75,0.75
75,82,76,78,74,91,-7,0.75,0.75
75,82,77,78,74,91,-7,0.75,0.75
78,85,76,78,74,75,-7,0.75,0.75
77,86,79,78,73,72,-7,0.75,0.75
77,83,79,77,73,72,-7,0.75,0.75
82,82,75,77,75,72,-7,0.75,0.75
82,82,75,77,75,72,-7,0.75,0.75
76,82,77,78,75,72,-7,0.75,0.75
81,83,77,78,74,72,-7,0.75,0.75
80,83,78,78,73,74,-7,0.75,0.75
80,87,78,78,75,74,-7,0.75,0.75
80,78,78,78,66,92,-7,0.75,0.75
80,82,79,78,75,72,-7,0.75,0.75
76,78,79,77,74,72,-7,0.75,0.75
81,78,79,78,74,72,-7,0.75,0.75
80,78,80,78,74,74,-7,0.75,0.75
80,83,80,78,74,74,-7,0.75,0.75
81,83,80,79,75,75,-7,0.75,0.75
79,79,77,79,66,74,-7,0.75,0.75
81,79,91,78,66,73,-7,0.75,0.75
82,79,79,78,74,74,-7,0.75,0.75
81,84,79,78,74,74,-7,0.75,0.75
76,77,79,79,73,74,-7,0.75,0.75
80,77,79,79,74,72,-7,0.75,0.75
80,77,79,79,74,72,-7,0.75,0.75
79,82,79,79,66,89,-7,0.75,0.75
79,83,79,79,66,73,-7,0.75,0.75
75,78,79,78,73,88,-7,0.75,0.75
84,78,76,78,74,88,-7,0.75,0.75
83,79,75,78,73,88,-7,0.75,0.75
83,83,75,78,67,72,-7,0.75,0.75
76,83,76,77,67,72,-7,0.75,0.75
81,84,79,78,66,74,-7,0.75,0.75
81,81,79,78,73,75,-7,0.75,0.75
80,80,79,77,73,72,-7,0.75,0.75
74,84,79,79,74,72,-7,0.75,0.75
80,78,79,78,74,72,-7,0.75,0.75
80,79,76,80,75,74,-7,0.75,0.75
79,79,76,78,75,72,-7,0.75,0.75
78,79,76,78,66,89,-7,0.75,0.75
78,78,78,77,73,72,-7,0.75,0.75
80,77,78,77,73,73,-7,0.75,0.75
79,77,78,77,73,91,-7,0.75,0.75
76,77,76,79,73,91,-7,0.75,0.75
76,77,77,79,74,74,-7,0.75,0.75
76,78,77,79,73,74,-7,0.75,0.75
77,78,77,78,74,74,-7,0.75,0.75
81,83,76,78,74,90,-7,0.75,0.75
79,83,76,78,73,72,-7,0.75,0.75
81,80,76,78,66,73,-7,0.75,0.75
81,80,75,78,74,73,-7,0.75,0.75
77,80,91,77,74,73,-7,0.75,0.75
75,84,91,79,66,86,-7,0.75,0.75
77,84,77,77,73,74,-7,0.75,0.75
77,84,77,77,73,71,-7,0.75,0.75
81,79,77,79,66,71,-7,0.75,0.75
76,79,77,78,72,72,-7,0.75,0.75
76,82,77,78,66,72,-7,0.75,0.75
77,79,79,78,66,72,-7,0.75,0.75
80,78,78,78,66,72,-7,0.75,0.75
80,83,78,79,66,72,-7,0.75,0.75
77,83,77,79,73,72,-7,0.75,0.75
78,83,77,79,73,72,-7,0.75,0.75
78,84,78,77,73,73,-7,0.75,0.75
78,83,78,77,66,75,-7,0.75,0.75
82,83,78,77,73,75,-7,0.75,0.75
83,85,79,78,66,72,-7,0.75,0.75
83,85,79,78,73,72,-7,0.75,0.75
83,85,79,78,73,72,-7,0.75,0.75
79,85,77,79,75,72,-7,0.75,0.75
79,85,79,79,66,72,-7,0.75,0.75
77,85,76,78,73,72,-7,0.75,0.75
77,84,79,78,75,72,-7,0.75,0.75
80,84,80,78,66,72,-7,0.75,0.75
80,80,80,78,66,72,-7,0.75,0.75
76,80,77,78,66,88,-7,0.75,0.75
81,80,77,79,66,72,-7,0.75,0.75
78,84,80,79,74,72,-7,0.75,0.75
78,84,79,78,66,72,-7,0.75,0.75
80,84,77,77,73,73,-7,0.75,0.75
76,83,78,78,73,73,-7,0.75,0.75
76,83,77,79,73,74,-7,0.75,0.75
76,82,81,79,73,73,-7,0.75,0.75
76,82,81,79,66,73,-7,0.75,0.75
81,84,80,77,66,73,-7,0.75,0.75
81,79,80,77,66,72,-7,0.75,0.75
81,79,77,79,73,73,-7,0.75,0.75
79,78,77,73,66,72,-7,0.75,0.75
79,79,77,80,73,72,-7,0.75,0.75
79,83,77,80,66,72,-7,0.75,0.75
78,83,77,80,73,73,-7,0.75,0.75
78,83,79,80,66,72,-7,0.75,0.75
78,85,77,78,73,71,-7,0.75,0.75
78,85,77,78,66,71,-7,0.75,0.75
81,84,77,79,74,71,-7,0.75,0.75
78,84,77,78,74,74,-7,0.75,0.75
78,77,77,78,74,74,-7,0.75,0.75
78,84,76,78,66,74,-7,0.75,0.75
77,83,76,78,66,74,-7,0.75,0.75
77,83,76,78,66,72,-7,0.75,0.75
77,83,77,78,74,75,-7,0.75,0.75
77,79,77,77,74,73,-7,0.75,0.75
77,83,80,77,66,73,-7,0.75,0.75
79,85,80,78,66,73,-7,0.75,0.75
76,83,80,78,73,73,-7,0.75,0.75
77,79,77,77,66,72,-7,0.75,0.75
79,79,77,77,74,73,-7,0.75,0.75
79,79,77,77,66,73,-7,0.75,0.75
81,79,77,77,66,73,-7,0.75,0.75
81,79,80,78,66,74,-7,0.75,0.75
80,84,80,79,73,74,-7,0.75,0.75
80,82,80,78,73,74,-7,0.75,0.75
80,79,80,78,73,74,-7,0.75,0.75
79,83,80,77,73,72,-7,0.75,0.75
81,83,78,78,66,72,-7,0.75,0.75
79,83,78,78,66,72,-7,0.75,0.75
81,83,78,78,73,72,-7,0.75,0.75
81,79,77,78,74,72,-7,0.75,0.75
81,83,80,78,66,72,-7,0.75,0.75
81,82,77,77,66,72,-7,0.75,0.75
79,79,77,78,66,74,-7,0.75,0.75
76,82,77,78,66,74,-7,0.75,0.75
76,82,77,78,75,74,-7,0.75,0.75
79,79,80,78,74,73,-7,0.75,0.75
76,84,78,78,74,72,-7,0.75,0.75
79,84,79,78,74,72,-7,0.75,0.75
76,83,79,78,74,72,-7,0.75,0.75
80,83,77,78,74,73,-7,0.75,0.75
80,79,76,79,74,74,-7,0.75,0.75
75,83,80,78,66,71,-7,0.75,0.75
80,83,80,78,74,71,-7,0.75,0.75
76,79,79,78,74,72,-7,0.75,0.75
78,84,77,78,74,74,-7,0.75,0.75
80,83,77,77,74,74,-7,0.75,0.75
77,79,77,78,66,72,-7,0.75,0.75
77,82,77,78,66,74,-7,0.75,0.75
75,83,77,78,66,73,-7,0.75,0.75
75,83,77,78,66,88,-7,0.75,0.75
88,79,79,78,73,74,-7,0.75,0.75
88,78,79,78,73,72,-7,0.75,0.75
88,79,77,78,73,72,-7,0.75,0.75
88,83,77,78,73,72,-7,0.75,0.75
88,83,81,78,66,72,-7,0.75,0.75
80,84,77,78,66,72,-7,0.75,0.75
80,83,77,78,73,74,-7,0.75,0.75
81,79,77,78,74,74,-7,0.75,0.75
77,83,77,77,66,72,-7,0.75,0.75
77,83,77,77,66,72,-7,0.75,0.75
81,83,77,77,74,72,-7,0.75,0.75
81,83,77,77,74,73,-7,0.75,0.75
76,83,77,77,74,72,-7,0.75,0.75
76,83,76,78,74,72,-7,0.75,0.75
76,79,77,78,73,72,-7,0.75,0.75
82,79,77,78,74,73,-7,0.75,0.75
79,83,77,78,74,73,-7,0.75,0.75
81,83,80,78,66,73,-7,0.75,0.75
76,83,80,78,74,72,-7,0.75,0.75
77,84,76,78,74,72,-7,0.75,0.75
76,84,76,78,73,72,-7,0.75,0.75
76,79,77,78,73,72,-7,0.75,0.75
76,85,80,78,73,72,-7,0.75,0.75
76,82,77,77,74,73,-7,0.75,0.75
76,82,76,78,66,72,-7,0.75,0.75
81,82,76,78,66,74,-7,0.75,0.75
77,82,80,77,74,74,-7,0.75,0.75
77,82,80,79,74,72,-7,0.75,0.75
76,83,77,78,73,72,-7,0.75,0.75
76,83,80,78,73,73,-7,0.75,0.75
80,79,76,77,74,73,-7,0.75,0.75
81,84,80,77,66,73,-7,0.75,0.75
81,84,80,77,73,72,-7,0.75,0.75
80,82,80,79,66,73,-7,0.75,0.75
76,82,80,78,74,73,-7,0.75,0.75
75,84,80,78,74,73,-7,0.75,0.75
83,78,81,78,74,73,-7,0.75,0.75
83,78,81,78,74,74,-7,0.75,0.75
83,78,81,78,66,74,-7,0.75,0.75
77,78,77,78,66,72,-7,0.75,0.75
77,78,77,78,66,72,-7,0.75,0.75
77,78,76,78,66,72,-7,0.75,0.75
77,78,76,78,66,72,-7,0.75,0.75
79,83,77,78,74,73,-7,0.75,0.75
77,83,77,78,74,73,-7,0.75,0.75
77,83,77,78,73,73,-7,0.75,0.75
81,78,80,78,66,72,-7,0.75,0.75
81,83,80,79,74,72,-7,0.75,0.75
81,83,80,78,66,72,-7,0.75,0.75
81,78,80,79,66,73,-7,0.75,0.75
81,79,77,78,74,73,-7,0.75,0.75
81,84,77,78,74,72,-7,0.75,0.75
81,84,77,77,66,74,-7,0.75,0.75
80,79,77,78,66,73,-7,0.75,0.75
80,84,77,77,66,73,-7,0.75,0.75
80,83,77,78,66,73,-7,0.75,0.75
80,79,77,78,74,73,-7,0.75,0.75
80,79,80,78,66,73,-7,0.75,0.75
80,79,80,78,66,74,-7,0.75,0.75
79,82,77,78,73,74,-7,0.75,0.75
79,84,76,78,73,87,-7,0.75,0.75
77,79,77,78,73,87,-7,0.75,0.75
77,79,80,78,72,87,-7,0.75,0.75
77,79,79,78,72,74,-7,0.75,0.75
77,79,80,78,72,74,-7,0.75,0.75
77,83,80,79,66,75,-7,0.75,0.75
79,79,80,79,66,75,-7,0.75,0.75
79,79,80,78,73,73,-7,0.75,0.75
79,84,80,78,73,73,-7,0.75,0.75
79,84,77,77,74,91,-7,0.75,0.75
79,83,77,77,66,91,-7,0.75,0.75
79,83,78,79,74,72,-7,0.75,0.75
80,84,79,79,73,72,-7,0.75,0.75
80,84,79,79,66,72,-7,0.75,0.75
77,84,77,79,66,72,-7,0.75,0.75
77,83,77,78,73,72,-7,0.75,0.75
81,83,77,77,73,72,-7,0.75,0.75
81,83,77,77,73,72,-7,0.75,0.75
81,83,77,77,73,72,-7,0.75,0.75
81,83,77,78,73,72,-7,0.75,0.75
77,82,81,78,73,72,-7,0.75,0.75
79,84,80,78,73,75,-7,0.75,0.75
79,84,80,78,66,74,-7,0.75,0.75
79,83,80,78,74,74,-7,0.75,0.75
78,83,79,78,74,74,-7,0.75,0.75
81,84,79,77,74,92,-7,0.75,0.75
81,84,78,78,66,92,-7,0.75,0.75
82,79,79,77,66,74,-7,0.75,0.75
77,79,78,78,73,72,-7,0.75,0.75
79,79,77,78,73,72,-7,0.75,0.75
79,79,80,78,73,73,-7,0.75,0.75
76,83,77,78,66,74,-7,0.75,0.75
76,78,77,78,66,74,-7,0.75,0.75
77,84,77,77,66,74,-7,0.75,0.75
78,83,78,78,73,73,-7,0.75,0.75
78,78,77,78,66,73,-7,0.75,0.75
78,78,77,78,66,72,-7,0.75,0.75
78,78,77,78,66,73,-7,0.75,0.75
76,78,77,78,66,72,-7,0.75,0.75
76,83,77,77,73,75,-7,0.75,0.75
76,83,77,77,73,75,-7,0.75,0.75
81,83,76,78,73,74,-7,0.75,0.75
75,83,79,78,73,74,-7,0.75,0.75
80,78,77,78,73,75,-7,0.75,0.75
80,78,77,78,73,73,-7,0.75,0.75
80,78,77,78,73,73,-7,0.75,0.75
80,84,79,78,66,72,-7,0.75,0.75
80,84,77,78,74,72,-7,0.75,0.75
77,84,77,78,74,72,-7,0.75,0.75
80,84,77,78,66,72,-7,0.75,0.75
80,78,77,78,73,72,-7,0.75,0.75
77,78,77,78,74,74,-7,0.75,0.75
80,78,79,78,66,74,-7,0.75,0.75
80,82,79,78,66,73,-7,0.75,0.75
76,83,78,77,72,72,-7,0.75,0.75
76,79,77,79,74,72,-7,0.75,0.75
80,79,77,78,74,73,-7,0.75,0.75
80,83,77,78,74,73,-7,0.75,0.75
80,83,77,78,74,88,-7,0.75,0.75
80,78,77,78,73,88,-7,0.75,0.75
80,82,77,77,73,88,-7,0.75,0.75
80,82,80,77,73,88,-7,0.75,0.75
75,82,77,77,73,88,-7,0.75,0.75
77,82,80,77,66,72,-7,0.75,0.75
80,84,77,79,66,72,-7,0.75,0.75
80,78,77,78,66,75,-7,0.75,0.75
75,78,80,78,73,73,-7,0.75,0.75
75,78,80,77,73,72,-7,0.75,0.75
80,78,80,77,66,74,-7,0.75,0.75
80,78,80,77,73,74,-7,0.75,0.75
80,78,80,77,73,73,-7,0.75,0.75
80,78,80,77,73,73,-7,0.75,0.75
80,83,80,78,66,73,-7,0.75,0.75
80,83,80,78,66,73,-7,0.75,0.75
76,83,80,78,73,73,-7,0.75,0.75
76,78,80,77,73,73,-7,0.75,0.75
76,78,80,77,73,73,-7,0.75,0.75
76,78,80,77,73,73,-7,0.75,0.75
81,79,78,78,74,86,-7,0.75,0.75
76,83,77,78,74,72,-7,0.75,0.75
82,79,80,78,74,72,-7,0.75,0.75
82,84,77,78,74,73,-7,0.75,0.75
77,83,77,79,73,74,-7,0.75,0.75
75,84,79,78,73,74,-7,0.75,0.75
75,83,79,78,66,91,-7,0.75,0.75
75,78,80,78,73,72,-7,0.75,0.75
81,83,80,77,74,72,-7,0.75,0.75
81,83,80,78,73,73,-7,0.75,0.75
81,83,80,77,74,73,-7,0.75,0.75
79,79,77,77,74,73,-7,0.75,0.75
75,83,77,77,74,72,-7,0.75,0.75
75,83,80,77,74,72,-7,0.75,0.75
75,79,81,78,74,72,-7,0.75,0.75
75,84,77,78,74,72,-7,0.75,0.75
79,83,79,77,74,91,-7,0.75,0.75
79,83,76,78,74,91,-7,0.75,0.75
79,78,77,78,74,73,-7,0.75,0.75
79,78,77,78,74,73,-7,0.75,0.75
79,78,77,77,73,73,-7,0.75,0.75
75,78,77,78,74,72,-7,0.75,0.75
76,83,77,77,74,73,-7,0.75,0.75
79,83,77,79,73,73,-7,0.75,0.75
76,78,77,79,74,73,-7,0.75,0.75
79,78,77,79,65,72,-7,0.75,0.75
79,78,79,77,66,72,-7,0.75,0.75
75,83,79,77,73,73,-7,0.75,0.75
75,83,79,78,73,73,-7,0.75,0.75
81,83,77,78,66,73,-7,0.75,0.75
82,83,80,77,66,73,-7,0.75,0.75
82,78,80,77,73,73,-7,0.75,0.75
75,84,80,77,73,73,-7,0.75,0.75
79,83,77,77,73,74,-7,0.75,0.75
75,83,77,78,73,74,-7,0.75,0.75
78,83,77,78,73,73,-7,0.75,0.75
80,79,77,78,74,73,-7,0.75,0.75
80,83,79,77,66,74,-7,0.75,0.75
80,78,79,78,73,73,-7,0.75,0.75
82,78,77,78,73,73,-7,0.75,0.75
76,78,77,77,74,91,-7,0.75,0.75
76,78,77,77,74,73,-7,0.75,0.75
76,84,78,77,74,73,-7,0.75,0.75
76,84,76,78,74,72,-7,0.75,0.75
85,79,76,78,74,72,-7,0.75,0.75
78,79,76,79,74,72,-7,0.75,0.75
80,78,77,78,66,72,-7,0.75,0.75
80,82,77,78,66,72,-7,0.75,0.75
80,78,77,78,73,72,-7,0.75,0.75
75,83,77,77,74,72,-7,0.75,0.75
82,83,77,79,73,72,-7,0.75,0.75
77,83,80,78,66,72,-7,0.75,0.75
78,83,77,78,66,72,-7,0.75,0.75
78,83,77,77,66,72,-7,0.75,0.75
78,79,77,77,74,73,-7,0.75,0.75
84,82,79,77,66,74,-7,0.75,0.75
77,78,77,78,74,74,-7,0.75,0.75
77,82,77,78,66,74,-7,0.75,0.75
77,82,77,78,65,73,-7,0.75,0.75
77,83,77,77,65,73,-7,0.75,0.75
76,82,77,77,73,72,-7,0.75,0.75
76,82,77,78,73,72,-7,0.75,0.75
76,83,79,78,74,73,-7,0.75,0.75
82,83,80,78,63,73,-7,0.75,0.75
82,83,80,78,74,72,-7,0.75,0.75
83,83,80,78,74,72,-7,0.75,0.75
83,84,79,78,73,73,-7,0.75,0.75
81,84,79,78,73,74,-7,0.75,0.75
76,84,79,76,66,74,-7,0.75,0.75
82,84,80,76,74,72,-7,0.75,0.75
83,78,77,78,74,72,-7,0.75,0.75
76,84,77,78,66,73,-7,0.75,0.75
78,78,77,78,66,73,-7,0.75,0.75
82,81,77,78,66,91,-7,0.75,0.75
80,81,77,78,66,91,-7,0.75,0.75
80,84,77,77,73,72,-7,0.75,0.75
80,84,77,77,74,72,-7,0.75,0.75
82,82,77,77,74,73,-7,0.75,0.75
75,83,77,77,74,73,-7,0.75,0.75
77,83,77,79,74,72,-7,0.75,0.75
76,82,79,78,66,73,-7,0.75,0.75
80,83,80,79,66,74,-7,0.75,0.75
74,83,80,79,66,73,-7,0.75,0.75
74,81,77,79,73,74,-7,0.75,0.75
77,78,77,79,74,74,-7,0.75,0.75
81,78,79,78,73,74,-7,0.75,0.75
77,78,76,78,66,74,-7,0.75,0.75
77,78,76,78,73,74,-7,0.75,0.75
81,78,76,78,66,72,-7,0.75,0.75
200,87,76,78,72,73,-7,0.75,2.25
200,81,76,78,78,73,-7,0.75,2.25
82,81,76,83,78,73,-7,0.75,2.25
74,85,79,87,78,74,-7,0.75,2.25
74,85,79,80,78,74,-7,0.75,2.25
75,86,81,80,72,74,-7,0.75,2.25
74,86,78,79,78,80,-7,0.75,2.25
74,84,78,80,73,80,-7,0.75,2.25
75,87,76,80,72,74,-7,0.75,2.25
75,82,76,81,72,74,-7,0.75,2.25
83,82,76,81,77,85,-7,0.75,2.25
74,84,80,81,77,74,-7,0.75,2.25
83,86,80,87,77,74,-7,0.75,2.25
83,86,78,83,72,80,-7,0.75,2.25
82,85,77,85,73,82,-7,0.75,2.25
80,85,77,85,73,82,-7,0.75,2.25
72,82,77,85,73,82,-7,0.75,2.25
71,86,77,80,78,82,-7,0.75,2.25
71,84,76,80,72,80,-7,0.75,2.25
81,88,76,80,72,80,-7,0.75,2.25
81,82,76,79,73,80,-7,0.75,2.25
81,86,76,87,73,80,-7,0.75,2.25
73,85,80,80,73,84,-7,0.75,2.25
84,85,78,84,73,74,-7,0.75,2.25
72,85,80,84,72,83,-7,0.75,2.25
72,86,79,84,73,83,-7,0.75,2.25
84,86,76,80,73,79,-7,0.75,2.25
74,86,80,80,77,79,-7,0.75,2.25
74,86,76,80,77,74,-7,0.75,2.25
74,86,80,83,73,73,-7,0.75,2.25
75,86,80,79,72,73,-7,0.75,2.25
72,86,80,89,72,73,-7,0.75,2.25
74,84,81,83,72,73,-7,0.75,2.25
74,82,76,88,72,73,-7,0.75,2.25
82,85,77,88,72,73,-7,0.75,2.25
82,85,77,88,77,85,-7,0.75,2.25
88,85,77,80,72,83,-7,0.75,2.25
74,82,81,85,72,83,-7,0.75,2.25
74,85,80,79,77,74,-7,0.75,2.25
78,83,83,79,77,74,-7,0.75,2.25
76,83,82,79,77,74,-7,0.75,2.25
74,86,82,78,78,74,-7,0.75,2.25
75,84,77,79,72,84,-7,0.75,2.25
82,85,77,83,72,85,-7,0.75,2.25
75,85,81,86,72,85,-7,0.75,2.25
85,85,77,88,72,74,-7,0.75,2.25
76,83,77,79,72,74,-7,0.75,2.25
76,83,77,79,78,74,-7,0.75,2.25
76,83,81,79,78,74,-7,0.75,2.25
81,84,80,83,72,84,-7,0.75,2.25
75,84,80,83,72,74,-7,0.75,2.25
75,87,80,83,78,74,-7,0.75,2.25
75,86,80,80,78,74,-7,0.75,2.25
75,87,80,80,78,73,-7,0.75,2.25
75,87,80,80,78,73,-7,0.75,2.25
86,83,81,82,72,85,-7,0.75,2.25
86,82,81,83,72,83,-7,0.75,2.25
78,82,81,83,78,83,-7,0.75,2.25
78,82,81,83,78,83,-7,0.75,2.25
78,82,81,87,78,83,-7,0.75,2.25
74,82,77,79,78,83,-7,0.75,2.25
74,84,77,80,78,83,-7,0.75,2.25
86,84,80,79,72,75,-7,0.75,2.25
86,85,81,78,78,75,-7,0.75,2.25
75,83,81,80,77,74,-7,0.75,2.25
75,85,81,88,77,74,-7,0.75,2.25
74,84,80,80,72,74,-7,0.75,2.25
78,84,77,87,72,75,-7,0.75,2.25
78,85,81,87,72,75,-7,0.75,2.25
75,85,81,84,78,75,-7,0.75,2.25
75,84,77,79,78,86,-7,0.75,2.25
75,87,77,79,72,83,-7,0.75,2.25
84,84,77,79,78,83,-7,0.75,2.25
89,84,77,88,77,74,-7,0.75,2.25
84,86,80,81,72,74,-7,0.75,2.25
78,85,81,84,72,74,-7,0.75,2.25
78,83,81,84,72,74,-7,0.75,2.25
78,83,81,84,72,74,-7,0.75,2.25
74,83,77,84,72,74,-7,0.75,2.25
77,83,81,79,77,84,-7,0.75,2.25
75,83,80,79,72,84,-7,0.75,2.25
75,83,80,81,77,84,-7,0.75,2.25
75,83,80,79,78,84,-7,0.75,2.25
75,84,80,79,73,74,-7,0.75,2.25
84,84,80,85,73,74,-7,0.75,2.25
84,84,80,80,72,74,-7,0.75,2.25
75,87,80,80,72,74,-7,0.75,2.25
75,87,80,88,72,86,-7,0.75,2.25
75,83,76,89,77,86,-7,0.75,2.25
85,84,76,89,78,83,-7,0.75,2.25
84,84,76,81,78,83,-7,0.75,2.25
86,86,81,83,78,74,-7,0.75,2.25
86,83,77,83,72,74,-7,0.75,2.25
86,83,80,83,72,74,-7,0.75,2.25
77,84,80,83,72,74,-7,0.75,2.25
75,83,81,85,72,74,-7,0.75,2.25
81,86,80,85,72,75,-7,0.75,2.25
75,84,80,85,72,85,-7,0.75,2.25
75,84,80,84,72,86,-7,0.75,2.25
81,86,77,80,72,74,-7,0.75,2.25
81,84,78,80,72,74,-7,0.75,2.25
75,84,77,80,72,74,-7,0.75,2.25
75,84,80,84,77,85,-7,0.75,2.25
75,84,77,84,77,83,-7,0.75,2.25
79,83,81,84,77,74,-7,0.75,2.25
79,83,81,84,72,85,-7,0.75,2.25
74,84,81,83,72,85,-7,0.75,2.25
74,84,81,85,72,85,-7,0.75,2.25
74,84,81,85,72,85,-7,0.75,2.25
74,83,80,87,73,83,-7,0.75,2.25
84,85,80,87,72,74,-7,0.75,2.25
84,85,77,79,72,90,-7,0.75,2.25
80,85,77,83,77,74,-7,0.75,2.25
75,82,80,82,77,74,-7,0.75,2.25
75,82,81,82,72,74,-7,0.75,2.25
75,82,78,82,72,84,-7,0.75,2.25
81,86,78,80,72,84,-7,0.75,2.25
76,86,78,78,71,84,-7,0.75,2.25
78,86,78,82,71,82,-7,0.75,2.25
78,86,78,82,71,82,-7,0.75,2.25
78,86,78,82,72,87,-7,0.75,2.25
76,81,81,82,72,87,-7,0.75,2.25
80,83,76,82,72,87,-7,0.75,2.25
80,83,76,82,72,87,-7,0.75,2.25
80,87,81,82,77,87,-7,0.75,2.25
76,87,81,82,77,87,-7,0.75,2.25
73,87,80,82,72,79,-7,0.75,2.25
73,81,77,85,72,79,-7,0.75,2.25
84,81,80,81,72,82,-7,0.75,2.25
85,81,79,81,78,82,-7,0.75,2.25
73,82,79,83,72,80,-7,0.75,2.25
73,81,79,83,72,80,-7,0.75,2.25
74,81,79,82,72,75,-7,0.75,2.25
74,81,80,82,72,75,-7,0.75,2.25
74,81,80,82,78,81,-7,0.75,2.25
74,83,80,84,78,81,-7,0.75,2.25
76,83,76,79,78,81,-7,0.75,2.25
75,83,77,88,72,73,-7,0.75,2.25
76,82,80,83,72,73,-7,0.75,2.25
74,82,77,83,72,84,-7,0.75,2.25
74,85,82,87,72,84,-7,0.75,2.25
83,85,82,80,72,86,-7,0.75,2.25
82,86,82,80,72,86,-7,0.75,2.25
82,86,80,87,78,80,-7,0.75,2.25
77,86,81,87,71,74,-7,0.75,2.25
87,82,81,80,72,74,-7,0.75,2.25
76,82,79,80,72,74,-7,0.75,2.25
76,85,79,80,72,74,-7,0.75,2.25
76,85,80,80,72,74,-7,0.75,2.25
75,85,80,87,71,74,-7,0.75,2.25
75,84,81,79,72,74,-7,0.75,2.25
86,84,78,79,72,74,-7,0.75,2.25
77,84,80,78,77,83,-7,0.75,2.25
77,83,80,86,77,83,-7,0.75,2.25
75,82,80,86,78,83,-7,0.75,2.25
76,82,81,82,78,83,-7,0.75,2.25
80,82,77,85,73,74,-7,0.75,2.25
80,82,77,85,73,74,-7,0.75,2.25
78,84,77,88,73,74,-7,0.75,2.25
78,84,79,80,72,83,-7,0.75,2.25
78,82,79,80,72,74,-7,0.75,2.25
78,83,79,80,73,74,-7,0.75,2.25
83,83,79,81,73,74,-7,0.75,2.25
77,83,79,81,72,74,-7,0.75,2.25
74,88,80,86,72,74,-7,0.75,2.25
80,84,80,86,78,74,-7,0.75,2.25
76,84,81,82,72,74,-7,0.75,2.25
76,84,81,82,72,84,-7,0.75,2.25
76,84,81,82,72,84,-7,0.75,2.25
74,84,81,82,78,84,-7,0.75,2.25
79,85,81,80,78,84,-7,0.75,2.25
75,85,81,80,78,84,-7,0.75,2.25
75,85,78,80,72,74,-7,0.75,2.25
76,84,78,81,72,74,-7,0.75,2.25
75,84,80,80,73,83,-7,0.75,2.25
74,82,80,80,73,82,-7,0.75,2.25
74,82,80,82,73,82,-7,0.75,2.25
74,82,80,82,77,82,-7,0.75,2.25
82,82,77,82,72,82,-7,0.75,2.25
82,83,77,82,72,89,-7,0.75,2.25
79,85,77,80,72,80,-7,0.75,2.25
79,85,77,80,72,80,-7,0.75,2.25
79,85,77,87,77,87,-7,0.75,2.25
73,81,80,80,72,86,-7,0.75,2.25
73,81,80,80,72,86,-7,0.75,2.25
80,82,80,86,72,84,-7,0.75,2.25
83,82,77,80,73,84,-7,0.75,2.25
83,82,76,79,78,83,-7,0.75,2.25
76,83,81,80,72,83,-7,0.75,2.25
74,88,76,80,72,83,-7,0.75,2.25
74,83,79,80,72,74,-7,0.75,2.25
74,83,79,85,72,74,-7,0.75,2.25
74,85,78,81,71,74,-7,0.75,2.25
78,85,81,82,71,74,-7,0.75,2.25
80,84,79,82,72,74,-7,0.75,2.25
80,84,81,79,78,74,-7,0.75,2.25
81,83,81,83,78,74,-7,0.75,2.25
81,83,81,83,77,74,-7,0.75,2.25
78,83,77,78,72,75,-7,0.75,2.25
84,83,77,78,72,75,-7,0.75,2.25
84,83,77,78,72,82,-7,0.75,2.25
80,83,77,88,71,82,-7,0.75,2.25
80,84,77,79,73,87,-7,0.75,2.25
82,83,81,79,72,87,-7,0.75,2.25
82,84,81,78,72,84,-7,0.75,2.25
82,85,80,80,72,82,-7,0.75,2.25
74,83,80,83,72,74,-7,0.75,2.25
82,85,80,83,72,80,-7,0.75,2.25
82,83,80,88,72,80,-7,0.75,2.25
77,86,77,84,78,74,-7,0.75,2.25
77,86,80,79,78,74,-7,0.75,2.25
77,86,80,79,78,74,-7,0.75,2.25
77,86,80,79,73,74,-7,0.75,2.25
77,84,80,82,73,74,-7,0.75,2.25
77,85,80,82,73,84,-7,0.75,2.25
79,84,80,79,73,84,-7,0.75,2.25
81,84,80,79,72,84,-7,0.75,2.25
81,84,81,85,72,84,-7,0.75,2.25
75,84,81,88,72,86,-7,0.75,2.25
75,84,81,88,72,86,-7,0.75,2.25
86,82,80,84,72,74,-7,0.75,2.25
86,82,77,84,72,74,-7,0.75,2.25
85,82,77,84,72,85,-7,0.75,2.25
85,82,80,85,72,73,-7,0.75,2.25
81,83,81,81,72,73,-7,0.75,2.25
79,83,81,81,72,74,-7,0.75,2.25
79,83,81,89,78,74,-7,0.75,2.25
75,87,81,81,72,83,-7,0.75,2.25
75,87,80,83,78,74,-7,0.75,2.25
